locus_idx,n_transcripts,n_units,n_components,n_equiv_classes,ec_total_elements,max_ec_width,max_ec_depth,squarem_iterations,estep_threads_used,is_mega_locus,digamma_calls_per_estep,extract_us,bias_us,build_ec_us,warm_start_us,squarem_us,assign_us,total_us,squarem_time_s,total_time_s,em_fraction,hit_max_iters,converged
5701,1,1,2,1,2,2,1,2,1,False,2,27.999,0.042,0.269,0.132,2.027,0.39,30.859,2.0270000000000002e-06,3.0859000000000004e-05,0.06568586149907645,False,True
4697,1,7,2,1,14,2,7,2,1,False,2,25.23,0.4,1.043,0.143,2.882,1.16,30.858,2.882e-06,3.0858e-05,0.0933955538272085,False,True
4179,1,4,2,1,8,2,4,2,1,False,2,26.482,0.29,0.743,0.124,2.475,0.738,30.852,2.475e-06,3.0852e-05,0.08022170361726955,False,True
5708,1,1,2,1,2,2,1,2,1,False,2,27.976,0.042,0.268,0.102,2.044,0.417,30.849,2.0440000000000003e-06,3.0849e-05,0.06625822555026095,False,True
4426,1,8,2,2,15,2,7,1,1,False,2,23.942,0.367,1.946,0.217,2.628,1.748,30.848,2.628e-06,3.0848e-05,0.08519190871369295,False,True
4747,1,3,2,1,6,2,3,2,1,False,2,25.767,0.218,1.868,0.116,2.196,0.678,30.843,2.1960000000000002e-06,3.0843e-05,0.07119929967901956,False,True
5699,1,2,2,1,4,2,2,2,1,False,2,27.569,0.062,0.49,0.11,2.13,0.478,30.839,2.13e-06,3.0839e-05,0.06906838743149908,False,True
5222,1,6,2,1,12,2,6,2,1,False,2,25.703,0.352,0.923,0.14,2.595,1.118,30.831,2.595e-06,3.0831e-05,0.08416853167266714,False,True
5007,1,6,2,1,12,2,6,2,1,False,2,25.999,0.146,0.852,0.138,2.787,0.906,30.828,2.7869999999999997e-06,3.0828e-05,0.09040482678084857,False,True
4512,1,10,2,1,20,2,10,2,1,False,2,23.968,0.53,1.297,0.164,3.396,1.456,30.811,3.3959999999999998e-06,3.0811e-05,0.11022037583979748,False,True
85,2,3,3,2,8,3,2,2,1,False,3,25.401,0.182,1.286,0.17,2.98,0.786,30.805,2.98e-06,3.0805e-05,0.09673754260671968,False,True
3110,1,24,2,1,48,2,24,2,1,False,2,16.422,1.164,3.04,0.304,7.031,2.843,30.804,7.031e-06,3.0804e-05,0.2282495779768861,False,True
268,1,25,2,1,50,2,25,5,1,False,2,4.105,1.358,3.53,0.313,17.525,3.967,30.798,1.7525e-05,3.0798e-05,0.5690304565231509,False,True
2593,2,23,3,3,56,3,11,2,1,False,3,13.65,1.537,4.121,0.334,7.691,3.463,30.796,7.691e-06,3.0796e-05,0.24974022600337706,False,True
5241,1,1,2,1,2,2,1,2,1,False,2,27.973,0.044,0.284,0.102,1.991,0.397,30.791,1.991e-06,3.0791e-05,0.06466175181059401,False,True
4636,1,5,2,1,10,2,5,2,1,False,2,24.969,0.28,0.823,0.129,3.737,0.852,30.79,3.737e-06,3.079e-05,0.12137057486196817,False,True
3735,1,16,2,1,32,2,16,2,1,False,2,19.848,0.923,2.27,0.213,5.151,2.384,30.789,5.1509999999999995e-06,3.0789e-05,0.16730000974373962,False,True
4424,1,5,2,1,10,2,5,2,1,False,2,24.881,0.212,0.808,0.132,3.858,0.887,30.778,3.858e-06,3.0777999999999996e-05,0.1253492754564949,False,True
4744,1,7,2,1,14,2,7,2,1,False,2,25.317,0.439,1.019,0.143,2.784,1.07,30.772,2.784e-06,3.0771999999999996e-05,0.09047185753282204,False,True
4678,1,5,2,1,10,2,5,2,1,False,2,25.875,0.309,0.836,0.126,2.635,0.981,30.762,2.6349999999999998e-06,3.0762e-05,0.08565762954294258,False,True
4891,1,8,2,1,16,2,8,2,1,False,2,24.939,0.43,1.1,0.152,2.944,1.16,30.725,2.944e-06,3.0725e-05,0.09581773799837265,False,True
4024,1,13,2,1,26,2,13,2,1,False,2,21.566,0.761,1.8,0.196,4.589,1.808,30.72,4.5890000000000004e-06,3.072e-05,0.1493815104166667,False,True
4851,1,5,2,1,10,2,5,2,1,False,2,26.213,0.22,0.814,0.126,2.494,0.849,30.716,2.494e-06,3.0716e-05,0.08119546815991666,False,True
5421,1,2,2,1,4,2,2,2,1,False,2,27.399,0.143,0.4,0.11,2.13,0.525,30.707,2.13e-06,3.0707e-05,0.0693652913016576,False,True
5003,1,7,2,1,14,2,7,2,1,False,2,25.158,0.284,1.032,0.142,2.941,1.143,30.7,2.941e-06,3.07e-05,0.09579804560260587,False,True
4296,1,9,2,1,18,2,9,2,1,False,2,24.039,0.513,1.207,0.16,3.544,1.228,30.691,3.544e-06,3.0691e-05,0.11547359160665994,False,True
5642,1,1,2,1,2,2,1,2,1,False,2,27.785,0.044,0.281,0.111,2.099,0.364,30.684,2.099e-06,3.0684e-05,0.06840698735497328,False,True
4581,1,2,2,1,4,2,2,2,1,False,2,27.434,0.13,0.507,0.109,2.016,0.481,30.677,2.016e-06,3.0677e-05,0.06571698666753593,False,True
5154,1,4,2,1,8,2,4,2,1,False,2,26.56,0.151,0.672,0.128,2.45,0.7,30.661,2.4500000000000003e-06,3.0661000000000003e-05,0.07990606959981736,False,True
4166,1,12,2,1,24,2,12,2,1,False,2,22.087,0.683,1.723,0.206,4.165,1.796,30.66,4.165e-06,3.066e-05,0.1358447488584475,False,True
4715,1,5,2,1,10,2,5,2,1,False,2,26.094,0.125,0.817,0.129,2.496,0.993,30.654,2.496e-06,3.0654e-05,0.08142493638676845,False,True
4656,1,6,2,1,12,2,6,2,1,False,2,25.144,0.337,0.96,0.153,3.11,0.946,30.65,3.11e-06,3.065e-05,0.10146818923327895,False,True
5046,1,6,2,1,12,2,6,2,1,False,2,25.52,0.331,0.923,0.137,2.763,0.972,30.646,2.763e-06,3.0646e-05,0.09015858513345949,False,True
4519,1,9,2,1,18,2,9,2,1,False,2,24.269,0.214,1.261,0.159,3.286,1.44,30.629,3.286e-06,3.0629e-05,0.10728394658656829,False,True
5246,1,4,2,1,8,2,4,2,1,False,2,26.45,0.095,0.684,0.122,2.408,0.868,30.627,2.408e-06,3.0627e-05,0.07862343683677801,False,True
5098,1,4,2,1,8,2,4,2,1,False,2,26.314,0.25,0.688,0.152,2.436,0.758,30.598,2.436e-06,3.0598e-05,0.07961304660435323,False,True
5062,1,4,2,1,8,2,4,2,1,False,2,26.26,0.097,0.653,0.121,2.578,0.887,30.596,2.5779999999999997e-06,3.0596e-05,0.08425938031115178,False,True
5653,1,1,2,1,2,2,1,2,1,False,2,27.761,0.042,0.277,0.101,2.074,0.33,30.585,2.074e-06,3.0585e-05,0.06781101847310772,False,True
4877,1,5,2,1,10,2,5,2,1,False,2,25.84,0.319,0.861,0.13,2.635,0.793,30.578,2.6349999999999998e-06,3.0578e-05,0.08617306560272091,False,True
4924,1,7,2,1,14,2,7,2,1,False,2,24.838,0.307,1.003,0.147,2.98,1.302,30.577,2.98e-06,3.0577e-05,0.09745887431729731,False,True
4589,1,10,2,1,20,2,10,2,1,False,2,23.709,0.556,1.346,0.167,3.513,1.267,30.558,3.513e-06,3.0558e-05,0.11496171215393677,False,True
2375,1,17,2,1,34,2,17,5,1,False,2,11.929,0.94,2.135,0.227,12.62,2.705,30.556,1.262e-05,3.0556000000000004e-05,0.4130121743683728,False,True
5634,1,1,2,1,2,2,1,2,1,False,2,27.743,0.042,0.284,0.106,2.033,0.338,30.546,2.033e-06,3.0546e-05,0.06655535913049172,False,True
3780,1,8,2,1,16,2,8,2,1,False,2,24.378,0.447,1.191,0.189,3.165,1.175,30.545,3.165e-06,3.0545e-05,0.10361761335734163,False,True
3899,1,7,2,1,14,2,7,2,1,False,2,25.027,0.26,0.979,0.144,3.11,1.025,30.545,3.11e-06,3.0545e-05,0.10181699132427564,False,True
4896,1,7,2,1,14,2,7,2,1,False,2,24.993,0.313,0.934,0.141,2.981,1.16,30.522,2.981e-06,3.0522e-05,0.09766725640521591,False,True
4727,1,6,2,1,12,2,6,2,1,False,2,25.56,0.181,0.951,0.138,2.682,0.99,30.502,2.682e-06,3.0502e-05,0.08792866041571044,False,True
4590,1,5,2,1,10,2,5,2,1,False,2,25.637,0.298,0.844,0.128,2.646,0.947,30.5,2.6459999999999997e-06,3.05e-05,0.08675409836065573,False,True
5425,1,4,2,1,8,2,4,2,1,False,2,26.38,0.283,0.648,0.124,2.318,0.736,30.489,2.318e-06,3.0489000000000002e-05,0.07602741972514677,False,True
4436,1,8,2,1,16,2,8,2,1,False,2,24.09,0.481,1.073,0.148,3.359,1.325,30.476,3.359e-06,3.0475999999999998e-05,0.11021787636172727,False,True
5189,1,4,2,1,8,2,4,2,1,False,2,26.099,0.224,0.68,0.124,2.427,0.913,30.467,2.4270000000000002e-06,3.0466999999999998e-05,0.07965995995667444,False,True
3619,1,19,2,1,38,2,19,2,1,False,2,19.266,0.95,2.553,0.25,5.111,2.326,30.456,5.111e-06,3.0456e-05,0.16781586551090097,False,True
4608,1,5,2,1,10,2,5,2,1,False,2,24.271,0.348,0.798,0.129,3.975,0.929,30.45,3.975e-06,3.0449999999999998e-05,0.13054187192118227,False,True
1264,1,25,2,1,50,2,25,4,1,False,2,7.484,1.362,3.283,0.289,14.084,3.946,30.448,1.4084e-05,3.0448e-05,0.4625591171833946,False,True
4658,1,7,2,1,14,2,7,2,1,False,2,24.719,0.356,0.969,0.145,3.211,1.044,30.444,3.211e-06,3.0444e-05,0.10547234266193667,False,True
5204,1,2,2,1,4,2,2,2,1,False,2,25.54,0.06,2.214,0.109,2.025,0.479,30.427,2.025e-06,3.0427e-05,0.06655273277023696,False,True
5242,1,3,2,1,6,2,3,2,1,False,2,26.671,0.094,0.571,0.114,2.17,0.806,30.426,2.17e-06,3.0426e-05,0.07132058108196937,False,True
5415,1,2,2,1,4,2,2,2,1,False,2,27.151,0.065,0.47,0.149,2.019,0.564,30.418,2.019e-06,3.0418e-05,0.06637517259517392,False,True
4724,1,6,2,1,12,2,6,2,1,False,2,25.296,0.355,0.889,0.137,2.822,0.916,30.415,2.8220000000000003e-06,3.0415e-05,0.09278316620088772,False,True
5295,1,1,2,1,2,2,1,2,1,False,2,27.03,0.101,0.272,0.103,2.155,0.751,30.412,2.1549999999999997e-06,3.0412e-05,0.07086018676838089,False,True
4490,1,9,2,1,18,2,9,2,1,False,2,23.85,0.501,1.14,0.159,3.521,1.24,30.411,3.521e-06,3.0411e-05,0.11578047417053039,False,True
4200,1,5,2,1,10,2,5,2,1,False,2,24.062,0.298,0.834,0.128,3.902,1.149,30.373,3.902e-06,3.0373000000000002e-05,0.1284693642379745,False,True
5218,1,3,2,1,6,2,3,2,1,False,2,26.335,0.221,0.657,0.113,2.384,0.649,30.359,2.384e-06,3.0359000000000002e-05,0.07852696070358048,False,True
4442,1,3,2,1,6,2,3,2,1,False,2,24.477,0.08,2.636,0.168,2.268,0.695,30.324,2.2679999999999997e-06,3.0324000000000003e-05,0.07479224376731301,False,True
5511,1,2,2,1,4,2,2,2,1,False,2,26.821,0.176,0.51,0.113,2.168,0.525,30.313,2.1680000000000002e-06,3.0313e-05,0.07152046976544718,False,True
4402,1,3,2,1,6,2,3,2,1,False,2,26.624,0.162,0.608,0.118,2.146,0.654,30.312,2.146e-06,3.0312e-05,0.07079704407495381,False,True
4700,1,5,2,1,10,2,5,2,1,False,2,25.727,0.234,0.836,0.125,2.468,0.913,30.303,2.468e-06,3.0303e-05,0.08144408144408144,False,True
5214,1,6,2,1,12,2,6,2,1,False,2,25.43,0.366,0.905,0.14,2.586,0.872,30.299,2.586e-06,3.0299e-05,0.08534935146374467,False,True
3744,1,6,2,1,12,2,6,2,1,False,2,24.871,0.373,0.991,0.144,2.79,1.128,30.297,2.79e-06,3.0297e-05,0.09208832557678978,False,True
4237,1,10,2,1,20,2,10,2,1,False,2,23.466,0.612,1.373,0.165,3.31,1.364,30.29,3.31e-06,3.029e-05,0.10927698910531529,False,True
4591,1,3,2,1,6,2,3,2,1,False,2,26.629,0.096,0.601,0.115,2.235,0.612,30.288,2.2349999999999998e-06,3.0288e-05,0.07379160063391442,False,True
4435,1,3,2,1,6,2,3,2,1,False,2,26.35,0.111,0.632,0.134,2.403,0.655,30.285,2.403e-06,3.0285e-05,0.07934621099554234,False,True
4514,1,9,2,1,18,2,9,2,1,False,2,24.082,0.467,1.209,0.183,3.177,1.16,30.278,3.1770000000000002e-06,3.0277999999999997e-05,0.10492767025563116,False,True
5360,1,3,2,1,6,2,3,2,1,False,2,26.582,0.093,0.603,0.116,2.305,0.572,30.271,2.305e-06,3.0271000000000002e-05,0.07614548577846784,False,True
2544,1,31,2,1,62,2,31,2,1,False,2,13.259,1.532,4.233,0.342,7.443,3.46,30.269,7.443e-06,3.0268999999999998e-05,0.24589514024249232,False,True
3713,1,3,2,1,6,2,3,2,1,False,2,26.643,0.081,0.515,0.12,2.286,0.617,30.262,2.2860000000000002e-06,3.0262e-05,0.07554028154120679,False,True
4716,1,6,2,1,12,2,6,2,1,False,2,25.068,0.364,0.863,0.137,2.906,0.92,30.258,2.9060000000000002e-06,3.0258e-05,0.09604071650472604,False,True
3018,1,5,2,1,10,2,5,2,1,False,2,25.193,0.262,0.96,0.154,2.766,0.893,30.228,2.766e-06,3.0228000000000003e-05,0.09150456530369194,False,True
5088,1,4,2,1,8,2,4,2,1,False,2,25.977,0.272,0.676,0.121,2.44,0.74,30.226,2.44e-06,3.0225999999999998e-05,0.08072520346721365,False,True
3903,1,15,2,1,30,2,15,2,1,False,2,20.478,0.77,1.881,0.196,5.015,1.885,30.225,5.014999999999999e-06,3.0225000000000003e-05,0.1659222497932175,False,True
5375,1,2,2,1,4,2,2,2,1,False,2,27.052,0.062,0.438,0.112,2.03,0.519,30.213,2.0299999999999996e-06,3.0213e-05,0.06718962036209578,False,True
3684,1,17,2,1,34,2,17,2,1,False,2,19.516,0.878,2.156,0.24,5.144,2.264,30.198,5.144e-06,3.0198e-05,0.1703424067819061,False,True
4598,1,9,2,1,18,2,9,2,1,False,2,23.639,0.472,1.361,0.249,3.093,1.378,30.192,3.093e-06,3.0192e-05,0.10244435612082671,False,True
4696,1,7,2,1,14,2,7,2,1,False,2,24.914,0.433,0.974,0.146,2.757,0.964,30.188,2.757e-06,3.0188e-05,0.09132767987279715,False,True
5373,1,3,2,1,6,2,3,2,1,False,2,26.658,0.08,0.588,0.114,2.119,0.627,30.186,2.1190000000000004e-06,3.0186e-05,0.07019810508182601,False,True
5424,1,4,2,1,8,2,4,2,1,False,2,25.999,0.273,0.698,0.122,2.428,0.656,30.176,2.428e-06,3.0175999999999997e-05,0.08046129374337221,False,True
4621,1,5,2,1,10,2,5,2,1,False,2,25.752,0.125,0.775,0.125,2.529,0.867,30.173,2.529e-06,3.0172999999999997e-05,0.08381665727637291,False,True
4650,1,7,2,1,14,2,7,2,1,False,2,24.515,0.355,1.015,0.145,2.925,1.208,30.163,2.925e-06,3.0163e-05,0.09697311275403639,False,True
4346,1,9,2,1,18,2,9,2,1,False,2,23.609,0.519,1.17,0.156,3.37,1.33,30.154,3.37e-06,3.0154e-05,0.111759633879419,False,True
3069,1,26,2,1,52,2,26,2,1,False,2,15.953,1.297,3.36,0.293,6.282,2.965,30.15,6.282e-06,3.0149999999999998e-05,0.2083582089552239,False,True
5495,1,3,2,1,6,2,3,2,1,False,2,26.544,0.14,0.566,0.119,2.19,0.585,30.144,2.1899999999999998e-06,3.0143999999999998e-05,0.07265127388535032,False,True
4602,1,3,2,1,6,2,3,2,1,False,2,26.414,0.109,0.676,0.133,2.188,0.619,30.139,2.188e-06,3.0139e-05,0.07259696738445205,False,True
4230,1,5,2,1,10,2,5,2,1,False,2,23.673,0.314,0.801,0.132,4.418,0.801,30.139,4.418e-06,3.0139e-05,0.14658747801851424,False,True
4723,1,6,2,1,12,2,6,2,1,False,2,24.959,0.36,0.967,0.135,2.868,0.842,30.131,2.868e-06,3.0131e-05,0.09518436162092198,False,True
4787,1,6,2,1,12,2,6,2,1,False,2,25.121,0.35,0.899,0.138,2.681,0.939,30.128,2.6810000000000003e-06,3.0128e-05,0.08898698884758365,False,True
4642,1,6,2,1,12,2,6,2,1,False,2,24.78,0.296,0.96,0.14,2.992,0.948,30.116,2.992e-06,3.0116e-05,0.09934918315845398,False,True
3532,1,11,2,1,22,2,11,2,1,False,2,22.888,0.618,1.388,0.212,3.588,1.414,30.108,3.588e-06,3.0108e-05,0.11917098445595856,False,True
5429,1,3,2,1,6,2,3,2,1,False,2,26.357,0.19,0.583,0.118,2.22,0.627,30.095,2.2200000000000003e-06,3.0095e-05,0.07376640637979731,False,True
4964,1,4,2,1,8,2,4,2,1,False,2,25.79,0.28,0.671,0.122,2.514,0.716,30.093,2.514e-06,3.0093e-05,0.08354102282922939,False,True
4312,1,9,2,1,18,2,9,2,1,False,2,23.364,0.518,1.141,0.159,3.25,1.65,30.082,3.25e-06,3.0082e-05,0.10803802938634399,False,True
5376,1,4,2,1,8,2,4,2,1,False,2,25.994,0.161,0.683,0.123,2.37,0.743,30.074,2.37e-06,3.0074e-05,0.07880561282170645,False,True
4427,1,2,2,1,4,2,2,2,1,False,2,26.763,0.111,0.431,0.109,2.149,0.496,30.059,2.149e-06,3.0059e-05,0.07149273096244053,False,True
4001,1,6,2,1,12,2,6,6,1,False,2,19.637,0.355,0.918,0.137,8.01,1.0,30.057,8.01e-06,3.0056999999999997e-05,0.26649366204212,False,True
5473,1,1,2,1,2,2,1,2,1,False,2,27.168,0.041,0.277,0.133,2.04,0.396,30.055,2.04e-06,3.0055e-05,0.06787556147063717,False,True
4189,1,10,2,1,20,2,10,2,1,False,2,22.973,0.554,1.269,0.167,3.766,1.325,30.054,3.766e-06,3.0053999999999997e-05,0.12530777933053838,False,True
4509,1,8,2,1,16,2,8,2,1,False,2,23.881,0.421,1.053,0.15,3.266,1.28,30.051,3.266e-06,3.0050999999999997e-05,0.10868190742404579,False,True
286,1,30,2,1,60,2,30,4,1,False,2,3.898,1.51,3.957,0.331,16.159,4.193,30.048,1.6159e-05,3.0047999999999998e-05,0.5377728966986155,False,True
5096,1,4,2,1,8,2,4,2,1,False,2,25.952,0.113,0.673,0.123,2.3,0.879,30.04,2.3e-06,3.004e-05,0.07656458055925433,False,True
3557,2,8,3,3,20,3,4,2,1,False,3,21.082,0.594,1.996,0.219,4.59,1.548,30.029,4.59e-06,3.0029e-05,0.15285224283192914,False,True
1810,1,17,2,1,34,2,17,6,1,False,2,9.308,0.943,2.176,0.237,15.013,2.341,30.018,1.5013e-05,3.0018e-05,0.5001332533813045,False,True
4232,1,10,2,1,20,2,10,2,1,False,2,22.842,0.581,1.27,0.167,3.673,1.482,30.015,3.6730000000000002e-06,3.0015e-05,0.12237214725970348,False,True
4360,1,11,2,1,22,2,11,1,1,False,2,23.937,0.625,1.445,0.189,2.021,1.795,30.012,2.021e-06,3.0012e-05,0.06733973077435693,False,True
4187,1,9,2,1,18,2,9,2,1,False,2,23.056,0.57,1.354,0.179,3.463,1.387,30.009,3.463e-06,3.0009e-05,0.11539871371921757,False,True
5145,1,2,2,1,4,2,2,2,1,False,2,26.772,0.063,0.495,0.116,2.016,0.54,30.002,2.016e-06,3.0002e-05,0.06719552029864675,False,True
1438,1,36,2,1,72,2,36,2,1,False,2,9.7,1.715,4.699,0.353,9.492,4.04,29.999,9.492000000000002e-06,2.9999e-05,0.31641054701823396,False,True
5251,1,3,2,1,6,2,3,1,1,False,2,26.648,0.09,0.6,0.115,1.44,1.104,29.997,1.44e-06,2.9997e-05,0.048004800480048,False,True
5176,1,3,2,1,6,2,3,2,1,False,2,26.508,0.079,0.504,0.119,2.173,0.604,29.987,2.173e-06,2.9987e-05,0.07246473471837797,False,True
4270,1,3,2,1,6,2,3,2,1,False,2,26.02,0.228,0.736,0.13,2.196,0.674,29.984,2.1960000000000002e-06,2.9984000000000003e-05,0.07323906083244397,False,True
364,1,30,2,1,60,2,30,4,1,False,2,4.125,1.436,3.889,0.368,16.066,4.094,29.978,1.6065999999999998e-05,2.9978e-05,0.5359263459870571,False,True
4792,1,6,2,1,12,2,6,2,1,False,2,25.076,0.303,0.874,0.138,2.686,0.899,29.976,2.6859999999999998e-06,2.9976e-05,0.0896050173472111,False,True
4128,1,11,2,1,22,2,11,2,1,False,2,22.479,0.556,1.384,0.17,3.949,1.437,29.975,3.949e-06,2.9975e-05,0.13174311926605503,False,True
237,1,30,2,1,60,2,30,4,1,False,2,3.841,1.451,3.967,0.341,16.131,4.237,29.968,1.6131000000000002e-05,2.9968e-05,0.5382741591030432,False,True
4486,1,9,2,1,18,2,9,1,1,False,2,24.354,0.457,1.165,0.159,1.915,1.916,29.966,1.915e-06,2.9966e-05,0.063905759861176,False,True
4979,1,4,2,1,8,2,4,2,1,False,2,25.753,0.096,0.745,0.122,2.487,0.761,29.964,2.487e-06,2.9964e-05,0.08299959951942332,False,True
4136,1,3,2,1,6,2,3,4,1,False,2,23.738,0.272,0.602,0.122,4.451,0.779,29.964,4.450999999999999e-06,2.9964e-05,0.1485449205713523,False,True
5080,1,4,2,1,8,2,4,1,1,False,2,26.7,0.189,0.654,0.147,1.526,0.743,29.959,1.526e-06,2.9959e-05,0.05093627958209553,False,True
4664,1,7,2,1,14,2,7,2,1,False,2,24.38,0.341,0.995,0.144,2.945,1.14,29.945,2.9449999999999998e-06,2.9945e-05,0.09834696944398062,False,True
5550,1,1,2,1,2,2,1,2,1,False,2,27.03,0.11,0.28,0.106,2.072,0.346,29.944,2.0720000000000002e-06,2.9944e-05,0.06919583222014428,False,True
5320,1,2,2,1,4,2,2,2,1,False,2,26.568,0.126,0.428,0.127,2.192,0.5,29.941,2.1920000000000004e-06,2.9941e-05,0.07321064760696036,False,True
5048,1,1,2,1,2,2,1,2,1,False,2,25.314,0.051,0.29,0.105,3.774,0.393,29.927,3.774e-06,2.9927e-05,0.12610686002606342,False,True
4527,1,3,2,1,6,2,3,2,1,False,2,25.759,0.166,0.891,0.152,2.277,0.681,29.926,2.277e-06,2.9925999999999998e-05,0.07608768295127984,False,True
4625,1,9,2,1,18,2,9,2,1,False,2,23.593,0.515,1.248,0.157,3.187,1.219,29.919,3.1869999999999997e-06,2.9919e-05,0.10652093987098499,False,True
5445,1,3,2,1,6,2,3,2,1,False,2,26.245,0.079,0.588,0.115,2.313,0.577,29.917,2.313e-06,2.9917000000000002e-05,0.07731390179496607,False,True
4988,1,2,2,1,4,2,2,2,1,False,2,26.804,0.059,0.401,0.112,2.02,0.498,29.894,2.02e-06,2.9894e-05,0.06757208804442363,False,True
5153,1,3,2,1,6,2,3,2,1,False,2,26.083,0.172,0.568,0.112,2.338,0.58,29.853,2.338e-06,2.9853e-05,0.07831708705992697,False,True
3275,2,18,3,3,38,3,11,2,1,False,3,16.023,1.113,3.488,0.27,6.364,2.578,29.836,6.3639999999999995e-06,2.9835999999999997e-05,0.21329936988872503,False,True
4872,1,4,2,1,8,2,4,2,1,False,2,25.535,0.255,0.645,0.122,2.439,0.834,29.83,2.439e-06,2.9829999999999997e-05,0.0817633255112303,False,True
5142,1,2,2,1,4,2,2,2,1,False,2,26.561,0.065,0.401,0.115,2.034,0.65,29.826,2.034e-06,2.9826000000000002e-05,0.06819553409776705,False,True
5228,1,4,2,1,8,2,4,2,1,False,2,25.51,0.241,0.682,0.125,2.516,0.75,29.824,2.516e-06,2.9824e-05,0.08436158798283261,False,True
4492,1,8,2,1,16,2,8,2,1,False,2,23.802,0.454,1.026,0.15,3.201,1.182,29.815,3.201e-06,2.9815e-05,0.10736206607412375,False,True
5311,1,3,2,1,6,2,3,2,1,False,2,25.988,0.079,0.579,0.117,2.249,0.797,29.809,2.249e-06,2.9809000000000002e-05,0.07544701264718709,False,True
4543,1,5,2,1,10,2,5,2,1,False,2,25.353,0.235,0.81,0.127,2.443,0.82,29.788,2.443e-06,2.9788e-05,0.08201289109708608,False,True
4569,1,7,2,1,14,2,7,2,1,False,2,24.283,0.383,0.973,0.143,2.867,1.132,29.781,2.867e-06,2.9780999999999998e-05,0.09626943353144622,False,True
2475,1,26,2,1,52,2,26,2,1,False,2,13.571,1.182,4.187,0.307,7.375,3.149,29.771,7.375e-06,2.9771e-05,0.24772429545530886,False,True
5417,1,4,2,1,8,2,4,1,1,False,2,26.238,0.248,0.745,0.145,1.433,0.961,29.77,1.433e-06,2.9769999999999998e-05,0.048135707087672154,False,True
4417,1,8,2,1,16,2,8,2,1,False,2,23.786,0.467,1.055,0.15,3.197,1.112,29.767,3.197e-06,2.9766999999999998e-05,0.10740081298081769,False,True
4628,1,5,2,1,10,2,5,2,1,False,2,25.009,0.311,0.799,0.134,2.665,0.842,29.76,2.665e-06,2.9760000000000003e-05,0.08954973118279569,False,True
5220,1,3,2,1,6,2,3,2,1,False,2,26.068,0.08,0.597,0.143,2.258,0.593,29.739,2.258e-06,2.9739e-05,0.07592723359897777,False,True
3529,1,5,2,1,10,2,5,3,1,False,2,23.807,0.256,0.84,0.128,3.809,0.892,29.732,3.8090000000000003e-06,2.9732e-05,0.12811112605946456,False,True
4860,1,4,2,1,8,2,4,2,1,False,2,25.553,0.215,0.655,0.121,2.309,0.867,29.72,2.3090000000000003e-06,2.972e-05,0.07769179004037687,False,True
4209,1,10,2,1,20,2,10,2,1,False,2,22.191,0.572,1.279,0.166,3.672,1.829,29.709,3.672e-06,2.9709e-05,0.12359890942138746,False,True
5205,1,3,2,1,6,2,3,2,1,False,2,26.058,0.162,0.579,0.115,2.186,0.591,29.691,2.186e-06,2.9690999999999997e-05,0.07362500421002997,False,True
5450,1,1,2,1,2,2,1,2,1,False,2,26.67,0.041,0.285,0.104,2.045,0.53,29.675,2.045e-06,2.9675e-05,0.06891322662173546,False,True
1606,1,48,2,1,96,2,48,1,1,False,2,8.981,2.543,6.89,0.467,4.98,5.803,29.664,4.980000000000001e-06,2.9664000000000003e-05,0.1678802588996764,False,True
4412,1,8,2,1,16,2,8,2,1,False,2,23.412,0.484,1.09,0.151,3.439,1.084,29.66,3.439e-06,2.966e-05,0.11594740391099123,False,True
4260,1,3,2,1,6,2,3,2,1,False,2,26.032,0.078,0.642,0.113,2.137,0.64,29.642,2.137e-06,2.9642e-05,0.07209365090074894,False,True
4652,1,2,2,1,4,2,2,2,1,False,2,26.244,0.061,0.509,0.11,2.181,0.492,29.597,2.181e-06,2.9597e-05,0.07368990100348008,False,True
2936,1,16,2,1,32,2,16,4,1,False,2,14.395,0.801,2.023,0.25,9.686,2.432,29.587,9.686e-06,2.9587e-05,0.32737350863554937,False,True
2985,4,11,5,4,44,5,6,2,1,False,5,14.563,0.847,3.369,0.615,7.302,2.88,29.576,7.302e-06,2.9576e-05,0.24688936975926426,False,True
4199,1,10,2,1,20,2,10,2,1,False,2,22.63,0.498,1.288,0.188,3.681,1.291,29.576,3.681e-06,2.9576e-05,0.12445902082769814,False,True
5165,1,3,2,1,6,2,3,2,1,False,2,25.781,0.189,0.582,0.117,2.337,0.564,29.57,2.3370000000000002e-06,2.957e-05,0.07903280351707813,False,True
5461,1,1,2,1,2,2,1,2,1,False,2,26.713,0.04,0.28,0.102,2.048,0.36,29.543,2.048e-06,2.9542999999999998e-05,0.06932268219205903,False,True
4004,1,12,2,1,24,2,12,2,1,False,2,21.279,0.697,1.528,0.19,4.154,1.695,29.543,4.1539999999999995e-06,2.9542999999999998e-05,0.14060860440713535,False,True
4339,1,7,2,1,14,2,7,2,1,False,2,23.486,0.392,1.117,0.154,3.216,1.172,29.537,3.216e-06,2.9537e-05,0.1088803873108305,False,True
3896,1,13,2,1,26,2,13,2,1,False,2,20.77,0.67,1.684,0.189,4.457,1.761,29.531,4.457e-06,2.9531e-05,0.15092614540652197,False,True
5035,1,4,2,1,8,2,4,2,1,False,2,25.212,0.26,0.701,0.124,2.521,0.711,29.529,2.521e-06,2.9529e-05,0.08537370043008567,False,True
