kappa_label	kappa_len	reference_label	rho_ref	rho_ref_over_current	rho_ref_over_rho_global
one_prior_fragment_over_rho	529.9166616622495	global_max	2.1941889297788477	10291.413403316299	1162.737272724671
one_prior_fragment_over_rho	529.9166616622495	intergenic_q500	7.632785465116457e-06	0.035800085204264795	0.0040447401928586525
one_prior_fragment_over_rho	529.9166616622495	intergenic_q950	9.283243154441469e-05	0.4354123372388559	0.04919345221800553
one_prior_fragment_over_rho	529.9166616622495	intergenic_q990	0.0002817496121550223	1.3214913700269264	0.14930381389782293
one_prior_fragment_over_rho	529.9166616622495	intergenic_q999	0.0013580797511672132	6.3698070682288135	0.719669088009628
one_prior_fragment_over_rho	529.9166616622495	intergenic_max	0.12067270451790556	565.9916845971741	63.94647673188356
one_prior_fragment_over_rho	529.9166616622495	intron_q500	5.531311429546534e-05	0.25943532852337065	0.02931134087359544
one_prior_fragment_over_rho	529.9166616622495	intron_q950	0.0007455128897062976	3.4966821869080142	0.395059701739338
one_prior_fragment_over_rho	529.9166616622495	intron_q990	0.002650187590432817	12.430185805482019	1.4043785607008792
one_prior_fragment_over_rho	529.9166616622495	intron_q999	0.012232891022160594	57.37597930523694	6.482412772941444
one_prior_fragment_over_rho	529.9166616622495	intron_max	2.1941889297788477	10291.413403316299	1162.737272724671
one_prior_fragment_over_rho	529.9166616622495	exon-intron_q500	0.0008764462301425569	4.110799374548054	0.46444346040360734
one_prior_fragment_over_rho	529.9166616622495	exon-intron_q950	0.10082030217807829	472.8778798763023	53.42635795798646
one_prior_fragment_over_rho	529.9166616622495	exon-intron_q990	0.17964776159693707	842.6026384887616	95.19834210054455
one_prior_fragment_over_rho	529.9166616622495	exon-intron_q999	0.39345452811949605	1845.4213989187294	208.498110056979
one_prior_fragment_over_rho	529.9166616622495	exon-intron_max	1.3750571779586191	6449.436363256069	728.6657093385451
five_prior_fragments_over_rho	2649.583308311247	global_q950	0.0015334422503626636	7.192310522769987	0.8125965981640301
five_prior_fragments_over_rho	2649.583308311247	global_q990	0.011484641296138614	53.86646052364939	6.085902776038184
five_prior_fragments_over_rho	2649.583308311247	global_q999	0.05428108945580659	254.59481815378732	28.76445371581096
five_prior_fragments_over_rho	2649.583308311247	global_max	0.48239050368674524	2262.5581725884654	255.62676533125108
five_prior_fragments_over_rho	2649.583308311247	intergenic_q500	3.694935042356091e-05	0.1733036909593706	0.01958007642704202
five_prior_fragments_over_rho	2649.583308311247	intergenic_q950	0.0003622469451324855	1.6990483434909105	0.19196069186195475
five_prior_fragments_over_rho	2649.583308311247	intergenic_q990	0.000792148705469887	3.7154183462743675	0.41977279754267505
five_prior_fragments_over_rho	2649.583308311247	intergenic_q999	0.001633923534564207	7.663598305230189	0.8658433048476476
