TA1	TA2	TA3	TA4	TB	TC	NTA	gdna	strand_specificity	strand_symmetry_kappa	n_fragments	nrna_TB	nrna_TC	TA1_expected	TA2_expected	TA3_expected	TA4_expected	TB_expected	TC_expected	TA1_observed	TA2_observed	TA3_observed	TA4_observed	TB_observed	TC_observed	TA1_abs_diff	TA2_abs_diff	TA3_abs_diff	TA4_abs_diff	TB_abs_diff	TC_abs_diff	TA1_rel_err	TA2_rel_err	TA3_rel_err	TA4_rel_err	TB_rel_err	TC_rel_err	nrna_expected	nrna_observed	nrna_abs_diff	nrna_rel_err	gdna_expected	gdna_observed	gdna_abs_diff	total_mrna_expected	total_mrna_observed	total_mrna_rel_err	total_rna_expected	total_rna_observed	total_rna_rel_err	n_fragments_actual	n_intergenic	n_chimeric
100	0	0	3	0	0	10	10	0.95	2.0	50000	0	0	16119	0	0	289	0	0	15688.62	0.82	35.01	270.05	2.6	0.45	430.38	0.82	35.01	18.95	2.6	0.45	0.0267	0.0	0.0	0.0656	0.0	0.0	5058	4486.84	571.16	0.1129	28534	29515.62	981.62	16408	15997.55	0.025	21466	20484.38	0.0457	50000	16921	0
100	0	0	3	0	0	10	10	0.95	4.0	50000	0	0	16119	0	0	289	0	0	15739.83	0.83	34.87	272.39	2.6	1.0	379.17	0.83	34.87	16.61	2.6	1.0	0.0235	0.0	0.0	0.0575	0.0	0.0	5058	5391.14	333.14	0.0659	28534	28557.34	23.34	16408	16051.51	0.0217	21466	21442.66	0.0011	50000	16921	0
100	0	0	3	0	0	10	10	0.95	6.0	50000	0	0	16119	0	0	289	0	0	15765.46	0.83	34.54	273.86	2.6	4.68	353.54	0.83	34.54	15.14	2.6	4.68	0.0219	0.0	0.0	0.0524	0.0	0.0	5058	5831.33	773.33	0.1529	28534	28086.7	447.3	16408	16081.98	0.0199	21466	21913.3	0.0208	50000	16921	0
100	0	0	3	0	0	10	10	0.9	2.0	50000	0	0	16119	0	0	289	0	0	15620.06	0.82	36.42	267.59	2.61	0.45	498.94	0.82	36.42	21.41	2.61	0.45	0.031	0.0	0.0	0.0741	0.0	0.0	5058	4188.87	869.13	0.1718	28534	29883.17	1349.17	16408	15927.97	0.0293	21466	20116.83	0.0629	50000	16921	0
100	0	0	3	0	0	10	10	0.9	4.0	50000	0	0	16119	0	0	289	0	0	15692.15	0.83	35.04	271.91	2.61	1.01	426.85	0.83	35.04	17.09	2.61	1.01	0.0265	0.0	0.0	0.0591	0.0	0.0	5058	5438.5	380.5	0.0752	28534	28557.95	23.95	16408	16003.55	0.0246	21466	21442.05	0.0011	50000	16921	0
100	0	0	3	0	0	10	10	0.9	6.0	50000	0	0	16119	0	0	289	0	0	15722.04	0.84	34.11	274.24	2.61	5.04	396.96	0.84	34.11	14.76	2.61	5.04	0.0246	0.0	0.0	0.0511	0.0	0.0	5058	6047.06	989.06	0.1955	28534	27914.06	619.94	16408	16038.88	0.0225	21466	22085.94	0.0289	50000	16921	0
100	0	0	3	0	0	10	100	1.0	2.0	50000	0	0	2622	0	0	52	0	0	2339.63	0.66	32.85	11.99	2.91	0.7	282.37	0.66	32.85	40.01	2.91	0.7	0.1077	0.0	0.0	0.7695	0.0	0.0	824	412.55	411.45	0.4993	46502	47198.7	696.7	2674	2388.74	0.1067	3498	2801.3	0.1992	50000	27827	0
100	0	0	3	0	0	10	100	1.0	4.0	50000	0	0	2622	0	0	52	0	0	2339.57	0.66	33.22	11.69	2.91	3.07	282.43	0.66	33.22	40.31	2.91	3.07	0.1077	0.0	0.0	0.7752	0.0	0.0	824	1271.24	447.24	0.5428	46502	46337.65	164.35	2674	2391.11	0.1058	3498	3662.35	0.047	50000	27827	0
100	0	0	3	0	0	10	100	1.0	6.0	50000	0	0	2622	0	0	52	0	0	2339.71	0.66	33.28	11.64	2.91	69.06	282.29	0.66	33.28	40.36	2.91	69.06	0.1077	0.0	0.0	0.7762	0.0	0.0	824	1663.67	839.67	1.019	46502	45879.07	622.93	2674	2457.26	0.0811	3498	4120.93	0.1781	50000	27827	0
100	0	0	3	0	0	10	100	0.95	2.0	50000	0	0	2626	0	0	48	0	0	2261.88	0.6	14.85	48.19	2.55	0.53	364.12	0.6	14.85	0.19	2.55	0.53	0.1387	0.0	0.0	0.0039	0.0	0.0	824	0.0	824.0	1.0	46502	47671.41	1169.41	2674	2328.59	0.1292	3498	2328.59	0.3343	50000	27756	0
