strand_specificity	n_rna_fragments	gdna_fraction	TA1	NTA1	TD	TE	NTD	NTE	gdna	TA1_expected	TD_expected	TE_expected	TA1_observed	TD_observed	TE_observed	TA1_abs_diff	TD_abs_diff	TE_abs_diff	TA1_rel_err	TD_rel_err	TE_rel_err	nrna_expected	nrna_observed	nrna_abs_diff	nrna_rel_err	gdna_expected	gdna_observed	gdna_abs_diff	total_mrna_expected	total_mrna_observed	total_mrna_rel_err	total_rna_expected	total_rna_observed	total_rna_rel_err	n_fragments_actual	n_intergenic	n_chimeric	rna_fl_true_mean	rna_fl_est_mean	rna_fl_mean_err	rna_fl_true_std	rna_fl_est_std	gdna_fl_true_mean	gdna_fl_est_mean	gdna_fl_mean_err	gdna_fl_true_std	gdna_fl_est_std	rna_fl_n_obs	gdna_fl_n_obs	cal_kappa_true	cal_kappa_est	cal_kappa_err	cal_density_est	cal_gdna_fl_true_mean	cal_gdna_fl_est_mean	cal_gdna_fl_mean_err	cal_gdna_fl_true_std	cal_gdna_fl_est_std	cal_n_seed	cal_n_iterations	cal_converged	cal_mean_weight	cal_n_regions
0.5	10000	0.0	100	200	0	0	0	0	0	513	0	0	511.0	0.0	0.0	2.0	0.0	0.0	0.0039	0.0	0.0	9487	9489.0	2.0	0.0002	0	0.0	0.0	513	511.0	0.0039	10000	10000.0	0.0	10000	0	0	250	263.44	13.44	50	50.87	250.0			50.0		114	0		0.5351		1.5734e-218	250.0			50.0		γ=0.000			0.0	13
0.5	10000	0.0	100	500	0	0	0	0	0	212	0	0	197.0	0.0	0.0	15.0	0.0	0.0	0.0708	0.0	0.0	9788	9803.0	15.0	0.0015	0	0.0	0.0	212	197.0	0.0708	10000	10000.0	0.0	10000	0	0	250	251.77	1.77	50	36.86	250.0			50.0		39	0		0.5128		1.6246e-218	250.0			50.0		γ=0.000			0.0	13
0.5	10000	0.0	100	1000	0	0	0	0	0	107	0	0	102.0	0.0	0.0	5.0	0.0	0.0	0.0467	0.0	0.0	9893	9296.0	597.0	0.0603	0	602.0	602.0	107	102.0	0.0467	10000	9398.0	0.0602	10000	0	0	250	236.06	-13.94	50	39.0	250.0			50.0		17	0		0.5882		1.6338e-218	250.0			50.0		γ=0.000			0.0	13
0.5	10000	0.0	200	0	0	0	0	0	0	10000	0	0	10000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	10000	10000.0	0.0	10000	10000.0	0.0	10000	0	0	250	259.18	9.18	50	47.49	250.0			50.0		2021	0		0.5052		0.0000e+00	250.0			50.0		γ=0.000			0.0	13
0.5	10000	0.0	200	5	0	0	0	0	0	8123	0	0	8147.0	0.0	0.0	24.0	0.0	0.0	0.003	0.0	0.0	1877	1853.0	24.0	0.0128	0	0.0	0.0	8123	8147.0	0.003	10000	10000.0	0.0	10000	0	0	250	259.27	9.27	50	48.48	250.0			50.0		1691	0		0.5151		3.0502e-219	250.0			50.0		γ=0.000			0.0	13
0.5	10000	0.0	200	10	0	0	0	0	0	6839	0	0	6843.0	0.0	0.0	4.0	0.0	0.0	0.0006	0.0	0.0	3161	3157.0	4.0	0.0013	0	0.0	0.0	6839	6843.0	0.0006	10000	10000.0	0.0	10000	0	0	250	260.83	10.83	50	48.33	250.0			50.0		1437	0		0.5177		5.2135e-219	250.0			50.0		γ=0.000			0.0	13
0.5	10000	0.0	200	20	0	0	0	0	0	5196	0	0	5196.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4804	4804.0	0.0	0.0	0	0.0	0.0	5196	5196.0	0.0	10000	10000.0	0.0	10000	0	0	250	259.37	9.37	50	48.95	250.0			50.0		1058	0		0.5085		7.9375e-219	250.0			50.0		γ=0.000			0.0	13
0.5	10000	0.0	200	50	0	0	0	0	0	3020	0	0	3063.0	0.0	0.0	43.0	0.0	0.0	0.0142	0.0	0.0	6980	6937.0	43.0	0.0062	0	0.0	0.0	3020	3063.0	0.0142	10000	10000.0	0.0	10000	0	0	250	258.77	8.77	50	49.46	250.0			50.0		663	0		0.5143		1.1550e-218	250.0			50.0		γ=0.000			0.0	13
0.5	10000	0.0	200	100	0	0	0	0	0	1778	0	0	1845.0	0.0	0.0	67.0	0.0	0.0	0.0377	0.0	0.0	8222	8155.0	67.0	0.0081	0	0.0	0.0	1778	1845.0	0.0377	10000	10000.0	0.0	10000	0	0	250	258.1	8.1	50	48.2	250.0			50.0		378	0		0.5212		1.3501e-218	250.0			50.0		γ=0.000			0.0	13
0.5	10000	0.0	200	200	0	0	0	0	0	976	0	0	1003.0	0.0	0.0	27.0	0.0	0.0	0.0277	0.0	0.0	9024	8997.0	27.0	0.003	0	0.0	0.0	976	1003.0	0.0277	10000	10000.0	0.0	10000	0	0	250	258.11	8.11	50	47.25	250.0			50.0		208	0		0.524		1.4942e-218	250.0			50.0		γ=0.000			0.0	13
0.5	10000	0.0	200	500	0	0	0	0	0	415	0	0	423.0	0.0	0.0	8.0	0.0	0.0	0.0193	0.0	0.0	9585	9577.0	8.0	0.0008	0	0.0	0.0	415	423.0	0.0193	10000	10000.0	0.0	10000	0	0	250	255.58	5.58	50	48.58	250.0			50.0		84	0		0.5119		1.5872e-218	250.0			50.0		γ=0.000			0.0	13
0.5	10000	0.0	200	1000	0	0	0	0	0	212	0	0	189.0	0.0	0.0	23.0	0.0	0.0	0.1085	0.0	0.0	9788	9811.0	23.0	0.0023	0	0.0	0.0	212	189.0	0.1085	10000	10000.0	0.0	10000	0	0	250	251.77	1.77	50	36.86	250.0			50.0		39	0		0.5128		1.6246e-218	250.0			50.0		γ=0.000			0.0	13
0.5	10000	0.0	500	0	0	0	0	0	0	10000	0	0	10000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	10000	10000.0	0.0	10000	10000.0	0.0	10000	0	0	250	259.18	9.18	50	47.49	250.0			50.0		2021	0		0.5052		0.0000e+00	250.0			50.0		γ=0.000			0.0	13
