true_source	predicted_binary	predicted_detail	zc	zs	cigar_class	nh	nm	count	rate_within_group
rna	rna	mrna	ambig_opp_strand	spliced_implicit	other	1	2	28	2.1771473242937138e-06
gdna	unresolved	unresolved	.	spliced_unannot	all_M	1	2	28	9.444718041435327e-05
gdna	rna	mrna	multimapper	unspliced	soft_or_hard_clipped	>10	2	28	2.636050819294009e-05
gdna	rna	nrna	multimapper	spliced_annot	contains_N	3-10	1	27	2.0279968723781567e-05
gdna	rna	nrna	multimapper	spliced_unannot	soft_or_hard_clipped	2	2	27	2.0279968723781567e-05
gdna	rna	mrna	ambig_same_strand	spliced_implicit	soft_or_hard_clipped	1	2	27	2.541906147176366e-05
rna	rna	nrna	multimapper	unspliced	soft_or_hard_clipped	>10	>=3	27	5.442319476247299e-05
rna	gdna	gdna	multimapper	unspliced	other	3-10	>=3	27	5.308700960874874e-05
gdna	rna	mrna	multimapper	spliced_unannot	all_M	3-10	>=3	27	2.541906147176366e-05
gdna	rna	mrna	unambig	spliced_annot	all_M	1	>=3	27	2.541906147176366e-05
rna	rna	nrna	ambig_opp_strand	spliced_unannot	contains_N	1	>=3	27	5.442319476247299e-05
gdna	rna	mrna	ambig_opp_strand	spliced_unannot	contains_N	1	1	26	2.4477614750587227e-05
rna	rna	mrna	multimapper	spliced_unannot	contains_N	3-10	>=3	26	2.021636801129877e-06
rna	unresolved	unresolved	.	unspliced	soft_or_hard_clipped	>10	>=3	26	0.0002090922981656172
rna	rna	mrna	ambig_opp_strand	spliced_implicit	other	1	>=3	26	2.021636801129877e-06
gdna	gdna	gdna	.	unknown	contains_N	>10	>=3	26	1.673246278619832e-06
rna	rna	mrna	multimapper	spliced_annot	contains_N	>10	1	26	2.021636801129877e-06
gdna	gdna	gdna	.	unknown	contains_N	>10	2	26	1.673246278619832e-06
rna	rna	mrna	multimapper	spliced_unannot	contains_N	2	1	25	1.943881539547959e-06
gdna	rna	nrna	ambig_opp_strand	spliced_implicit	soft_or_hard_clipped	1	2	25	1.8777748818316267e-05
gdna	rna	nrna	ambig_same_strand	spliced_unannot	other	1	>=3	25	1.8777748818316267e-05
rna	unresolved	unresolved	.	spliced_annot	all_M	2	1	25	0.00020105028669770882
rna	unresolved	unresolved	.	spliced_annot	all_M	3-10	>=3	24	0.00019300827522980048
gdna	rna	mrna	multimapper	spliced_unannot	contains_N	2	2	24	2.2594721308234364e-05
gdna	rna	nrna	multimapper	spliced_unannot	contains_N	>10	>=3	23	1.7275528912850966e-05
gdna	gdna	gdna	.	unknown	contains_N	2	1	23	1.4801794003175436e-06
rna	rna	mrna	multimapper	spliced_annot	all_M	3-10	>=3	23	1.7883710163841222e-06
gdna	rna	nrna	multimapper	spliced_unannot	all_M	>10	1	23	1.7275528912850966e-05
gdna	unresolved	unresolved	.	spliced_annot	contains_N	1	>=3	23	7.758161248321877e-05
gdna	gdna	gdna	.	unknown	contains_N	2	0	23	1.4801794003175436e-06
rna	unresolved	unresolved	.	spliced_annot	all_M	3-10	1	23	0.00018496626376189213
rna	rna	nrna	multimapper	unspliced	soft_or_hard_clipped	>10	2	23	4.636049924210662e-05
rna	gdna	gdna	.	unknown	all_M	2	2	23	4.5222267444489665e-05
gdna	rna	mrna	multimapper	spliced_annot	contains_N	3-10	1	23	2.1653274587057933e-05
rna	rna	nrna	multimapper	spliced_unannot	contains_N	2	1	22	4.434482536201503e-05
rna	gdna	gdna	.	unknown	all_M	3-10	1	22	4.32560819034249e-05
rna	unresolved	unresolved	.	unspliced	other	1	>=3	22	0.00017692425229398376
rna	unresolved	unresolved	.	spliced_unannot	all_M	1	2	22	0.00017692425229398376
rna	rna	nrna	unambig	spliced_unannot	all_M	1	1	22	4.434482536201503e-05
rna	gdna	gdna	unambig	unspliced	other	1	>=3	22	4.32560819034249e-05
gdna	rna	nrna	unambig	spliced_unannot	contains_N	1	0	22	1.6524418960118313e-05
rna	rna	nrna	multimapper	spliced_unannot	contains_N	2	>=3	22	4.434482536201503e-05
gdna	rna	nrna	multimapper	spliced_unannot	soft_or_hard_clipped	2	0	22	1.6524418960118313e-05
rna	gdna	gdna	unambig	unspliced	other	1	2	22	4.32560819034249e-05
gdna	gdna	gdna	multimapper	unspliced	soft_or_hard_clipped	>10	1	22	1.4158237742167808e-06
rna	rna	mrna	multimapper	spliced_annot	soft_or_hard_clipped	3-10	>=3	22	1.7106157548022039e-06
rna	unresolved	unresolved	.	spliced_annot	contains_N	>10	>=3	22	0.00017692425229398376
gdna	unresolved	unresolved	.	unspliced	contains_N	2	0	22	7.420849889699185e-05
rna	gdna	gdna	multimapper	unspliced	soft_or_hard_clipped	3-10	>=3	22	4.32560819034249e-05
rna	unresolved	unresolved	.	spliced_annot	all_M	2	>=3	21	0.00016888224082607542
gdna	rna	mrna	ambig_same_strand	spliced_annot	other	1	1	21	1.9770381144705067e-05
gdna	gdna	gdna	.	unknown	soft_or_hard_clipped	>10	0	21	1.351468148116018e-06
gdna	rna	mrna	ambig_opp_strand	spliced_unannot	contains_N	1	>=3	21	1.9770381144705067e-05
gdna	rna	mrna	ambig_same_strand	spliced_unannot	soft_or_hard_clipped	1	2	21	1.9770381144705067e-05
gdna	rna	mrna	ambig_same_strand	spliced_annot	other	1	>=3	21	1.9770381144705067e-05
rna	gdna	gdna	multimapper	unspliced	soft_or_hard_clipped	2	1	21	4.128989636236013e-05
rna	unresolved	unresolved	.	spliced_annot	soft_or_hard_clipped	2	1	21	0.00016888224082607542
rna	rna	nrna	multimapper	spliced_unannot	all_M	3-10	1	21	4.2329151481923435e-05
gdna	rna	nrna	multimapper	spliced_unannot	soft_or_hard_clipped	3-10	0	21	1.5773309007385665e-05
gdna	rna	mrna	multimapper	spliced_unannot	soft_or_hard_clipped	2	2	20	1.8828934423528635e-05
rna	unresolved	unresolved	.	spliced_annot	soft_or_hard_clipped	2	2	20	0.00016084022935816707
rna	unresolved	unresolved	.	spliced_annot	soft_or_hard_clipped	3-10	2	20	0.00016084022935816707
rna	unresolved	unresolved	.	spliced_unannot	all_M	1	>=3	20	0.00016084022935816707
gdna	unresolved	unresolved	.	spliced_annot	soft_or_hard_clipped	1	0	20	6.746227172453805e-05
gdna	unresolved	unresolved	.	spliced_unannot	all_M	>10	0	20	6.746227172453805e-05
rna	unresolved	unresolved	.	unspliced	all_M	>10	>=3	20	0.00016084022935816707
gdna	rna	mrna	multimapper	spliced_unannot	soft_or_hard_clipped	3-10	>=3	20	1.8828934423528635e-05
gdna	rna	mrna	multimapper	spliced_annot	all_M	3-10	1	20	1.8828934423528635e-05
rna	rna	mrna	ambig_opp_strand	spliced_unannot	all_M	1	2	20	1.5551052316383672e-06
gdna	rna	mrna	unambig	spliced_annot	soft_or_hard_clipped	1	>=3	20	1.8828934423528635e-05
rna	rna	mrna	multimapper	spliced_unannot	contains_N	3-10	0	20	1.5551052316383672e-06
rna	unresolved	unresolved	.	unspliced	other	1	2	20	0.00016084022935816707
rna	rna	mrna	multimapper	spliced_annot	all_M	>10	0	19	1.4773499700564488e-06
gdna	rna	mrna	ambig_same_strand	spliced_unannot	soft_or_hard_clipped	1	1	19	1.7887487702352204e-05
rna	unresolved	unresolved	.	unspliced	soft_or_hard_clipped	>10	1	19	0.0001527982178902587
rna	rna	mrna	multimapper	spliced_annot	all_M	3-10	2	19	1.4773499700564488e-06
gdna	rna	mrna	ambig_same_strand	spliced_annot	soft_or_hard_clipped	1	0	19	1.7887487702352204e-05
gdna	rna	nrna	unambig	spliced_unannot	all_M	1	1	19	1.4271089101920362e-05
gdna	rna	nrna	ambig_opp_strand	spliced_implicit	other	1	>=3	19	1.4271089101920362e-05
rna	gdna	gdna	.	unknown	other	2	>=3	18	3.539133973916582e-05
gdna	rna	mrna	multimapper	spliced_annot	soft_or_hard_clipped	2	0	18	1.6946040981175772e-05
gdna	rna	nrna	multimapper	spliced_unannot	other	3-10	2	18	1.3519979149187712e-05
rna	rna	nrna	multimapper	spliced_unannot	other	2	1	18	3.628212984164866e-05
rna	rna	nrna	ambig_same_strand	spliced_unannot	soft_or_hard_clipped	1	>=3	18	3.628212984164866e-05
gdna	rna	mrna	multimapper	spliced_unannot	soft_or_hard_clipped	2	1	18	1.6946040981175772e-05
gdna	rna	nrna	ambig_opp_strand	spliced_implicit	other	1	1	18	1.3519979149187712e-05
rna	gdna	gdna	multimapper	unspliced	soft_or_hard_clipped	3-10	2	18	3.539133973916582e-05
gdna	rna	nrna	multimapper	spliced_annot	other	2	>=3	18	1.3519979149187712e-05
rna	rna	nrna	multimapper	unspliced	other	>10	>=3	17	3.4266455961557065e-05
gdna	unresolved	unresolved	.	unspliced	other	3-10	2	17	5.734293096585734e-05
gdna	rna	nrna	multimapper	spliced_unannot	soft_or_hard_clipped	3-10	1	17	1.2768869196455061e-05
rna	rna	mrna	multimapper	spliced_unannot	soft_or_hard_clipped	2	0	17	1.3218394468926121e-06
rna	rna	nrna	multimapper	spliced_unannot	all_M	2	1	17	3.4266455961557065e-05
rna	rna	mrna	multimapper	spliced_annot	contains_N	>10	>=3	17	1.3218394468926121e-06
rna	gdna	gdna	unambig	unspliced	soft_or_hard_clipped	1	2	17	3.342515419810106e-05
rna	rna	mrna	multimapper	spliced_unannot	all_M	2	2	17	1.3218394468926121e-06
rna	unresolved	unresolved	.	unspliced	all_M	>10	1	16	0.00012867218348653364
gdna	rna	mrna	ambig_same_strand	spliced_annot	soft_or_hard_clipped	1	2	16	1.506314753882291e-05
rna	rna	mrna	ambig_opp_strand	spliced_unannot	all_M	1	>=3	16	1.2440841853106938e-06
rna	rna	nrna	multimapper	spliced_unannot	contains_N	>10	0	16	3.225078208146548e-05
rna	rna	mrna	ambig_same_strand	spliced_unannot	other	1	>=3	16	1.2440841853106938e-06
rna	rna	mrna	multimapper	spliced_unannot	all_M	3-10	>=3	16	1.2440841853106938e-06
rna	unresolved	unresolved	.	spliced_annot	all_M	>10	0	16	0.00012867218348653364
gdna	rna	nrna	multimapper	spliced_annot	other	2	2	16	1.201775924372241e-05
gdna	rna	nrna	ambig_opp_strand	spliced_unannot	all_M	1	2	16	1.201775924372241e-05
rna	rna	mrna	multimapper	spliced_annot	soft_or_hard_clipped	3-10	1	16	1.2440841853106938e-06
gdna	rna	mrna	ambig_opp_strand	spliced_unannot	contains_N	1	2	16	1.506314753882291e-05
rna	unresolved	unresolved	.	spliced_unannot	soft_or_hard_clipped	1	1	15	0.0001206301720186253
rna	rna	nrna	multimapper	spliced_unannot	all_M	2	2	15	3.0235108201373884e-05
gdna	unresolved	unresolved	.	unspliced	other	2	1	15	5.059670379340354e-05
rna	rna	nrna	multimapper	spliced_annot	all_M	3-10	1	15	3.0235108201373884e-05
rna	rna	nrna	ambig_opp_strand	spliced_implicit	soft_or_hard_clipped	1	1	15	3.0235108201373884e-05
rna	rna	nrna	ambig_same_strand	spliced_implicit	other	1	1	15	3.0235108201373884e-05
gdna	unresolved	unresolved	.	spliced_unannot	soft_or_hard_clipped	1	0	15	5.059670379340354e-05
rna	gdna	gdna	multimapper	unspliced	soft_or_hard_clipped	2	2	15	2.9492783115971523e-05
gdna	rna	mrna	multimapper	spliced_unannot	contains_N	3-10	2	15	1.4121700817646478e-05
rna	rna	nrna	ambig_same_strand	spliced_unannot	soft_or_hard_clipped	1	2	15	3.0235108201373884e-05
gdna	rna	nrna	ambig_opp_strand	spliced_unannot	all_M	1	>=3	15	1.126664929098976e-05
rna	gdna	gdna	.	unknown	contains_N	2	1	15	2.9492783115971523e-05
gdna	unresolved	unresolved	.	spliced_unannot	all_M	3-10	1	15	5.059670379340354e-05
rna	rna	mrna	multimapper	unspliced	soft_or_hard_clipped	3-10	2	15	1.1663289237287752e-06
gdna	unresolved	unresolved	.	unspliced	other	>10	>=3	14	4.7223590207176635e-05
gdna	rna	mrna	multimapper	spliced_annot	soft_or_hard_clipped	2	>=3	14	1.3180254096470045e-05
rna	unresolved	unresolved	.	spliced_unannot	soft_or_hard_clipped	1	>=3	14	0.00011258816055071694
gdna	rna	mrna	multimapper	spliced_unannot	soft_or_hard_clipped	2	0	14	1.3180254096470045e-05
rna	unresolved	unresolved	.	spliced_annot	soft_or_hard_clipped	>10	0	14	0.00011258816055071694
gdna	rna	mrna	multimapper	spliced_unannot	all_M	>10	0	14	1.3180254096470045e-05
gdna	rna	mrna	ambig_same_strand	spliced_annot	soft_or_hard_clipped	1	1	14	1.3180254096470045e-05
gdna	rna	mrna	multimapper	spliced_annot	other	2	>=3	13	1.2238807375293614e-05
gdna	rna	nrna	ambig_same_strand	spliced_unannot	soft_or_hard_clipped	1	2	13	9.76442938552446e-06
gdna	rna	mrna	unambig	spliced_annot	soft_or_hard_clipped	1	0	13	1.2238807375293614e-05
rna	rna	nrna	multimapper	unspliced	all_M	>10	>=3	13	2.62037604411907e-05
rna	rna	nrna	unambig	spliced_unannot	contains_N	1	2	13	2.62037604411907e-05
gdna	gdna	gdna	multimapper	unspliced	contains_N	3-10	0	13	8.36623139309916e-07
gdna	rna	nrna	multimapper	spliced_unannot	all_M	>10	2	13	9.76442938552446e-06
gdna	rna	mrna	ambig_opp_strand	spliced_implicit	soft_or_hard_clipped	1	2	13	1.2238807375293614e-05
gdna	unresolved	unresolved	.	spliced_unannot	other	2	>=3	13	4.3850476620949734e-05
rna	rna	mrna	multimapper	spliced_unannot	contains_N	2	2	13	1.0108184005649385e-06
rna	gdna	gdna	.	unknown	soft_or_hard_clipped	2	2	13	2.5560412033841985e-05
rna	gdna	gdna	.	unknown	contains_N	1	>=3	13	2.5560412033841985e-05
rna	rna	mrna	multimapper	unspliced	soft_or_hard_clipped	>10	1	12	9.330631389830203e-07
gdna	rna	mrna	ambig_same_strand	spliced_implicit	other	1	>=3	12	1.1297360654117182e-05
rna	rna	nrna	ambig_opp_strand	spliced_unannot	all_M	1	2	12	2.418808656109911e-05
rna	rna	nrna	ambig_same_strand	spliced_unannot	other	1	1	12	2.418808656109911e-05
rna	rna	mrna	ambig_same_strand	spliced_unannot	other	1	2	12	9.330631389830203e-07
rna	rna	mrna	ambig_opp_strand	spliced_unannot	soft_or_hard_clipped	1	1	12	9.330631389830203e-07
rna	rna	mrna	multimapper	unspliced	soft_or_hard_clipped	>10	>=3	12	9.330631389830203e-07
rna	gdna	gdna	.	unknown	soft_or_hard_clipped	2	1	12	2.359422649277722e-05
rna	rna	mrna	multimapper	spliced_unannot	soft_or_hard_clipped	2	>=3	12	9.330631389830203e-07
gdna	gdna	gdna	multimapper	unspliced	soft_or_hard_clipped	>10	2	12	7.722675132091532e-07
gdna	rna	nrna	unambig	unspliced	other	1	2	12	9.013319432791809e-06
rna	gdna	gdna	multimapper	unspliced	all_M	>10	1	12	2.359422649277722e-05
rna	gdna	gdna	multimapper	unspliced	other	3-10	1	12	2.359422649277722e-05
rna	unresolved	unresolved	.	unspliced	soft_or_hard_clipped	>10	2	12	9.650413761490024e-05
gdna	unresolved	unresolved	.	spliced_unannot	soft_or_hard_clipped	3-10	>=3	12	4.0477363034722833e-05
gdna	rna	nrna	unambig	spliced_unannot	contains_N	1	1	12	9.013319432791809e-06
gdna	rna	nrna	ambig_opp_strand	spliced_implicit	other	1	2	12	9.013319432791809e-06
rna	gdna	gdna	.	unknown	all_M	2	>=3	12	2.359422649277722e-05
gdna	unresolved	unresolved	.	spliced_annot	all_M	2	0	12	4.0477363034722833e-05
gdna	gdna	gdna	.	unknown	contains_N	2	2	11	7.079118871083904e-07
gdna	rna	nrna	multimapper	spliced_annot	soft_or_hard_clipped	2	2	11	8.262209480059157e-06
rna	rna	mrna	multimapper	spliced_annot	contains_N	>10	2	11	8.553078774011019e-07
gdna	rna	nrna	multimapper	spliced_unannot	contains_N	>10	1	11	8.262209480059157e-06
rna	rna	nrna	multimapper	spliced_unannot	all_M	3-10	2	11	2.2172412681007514e-05
gdna	unresolved	unresolved	.	spliced_unannot	all_M	3-10	2	11	3.7104249448495926e-05
gdna	unresolved	unresolved	.	spliced_annot	soft_or_hard_clipped	1	>=3	11	3.7104249448495926e-05
gdna	rna	nrna	multimapper	spliced_annot	soft_or_hard_clipped	2	1	11	8.262209480059157e-06
rna	gdna	gdna	.	unknown	contains_N	1	1	11	2.162804095171245e-05
gdna	unresolved	unresolved	.	spliced_unannot	all_M	>10	>=3	11	3.7104249448495926e-05
rna	rna	mrna	multimapper	spliced_annot	soft_or_hard_clipped	3-10	2	11	8.553078774011019e-07
gdna	rna	mrna	multimapper	unspliced	other	3-10	>=3	11	1.035591393294075e-05
gdna	unresolved	unresolved	.	spliced_unannot	all_M	3-10	>=3	11	3.7104249448495926e-05
rna	unresolved	unresolved	.	spliced_unannot	all_M	3-10	0	11	8.846212614699188e-05
gdna	rna	nrna	multimapper	spliced_unannot	all_M	>10	>=3	11	8.262209480059157e-06
gdna	unresolved	unresolved	.	spliced_unannot	soft_or_hard_clipped	1	1	11	3.7104249448495926e-05
gdna	rna	mrna	ambig_same_strand	spliced_implicit	other	1	1	11	1.035591393294075e-05
rna	rna	nrna	multimapper	spliced_unannot	soft_or_hard_clipped	2	0	11	2.2172412681007514e-05
rna	gdna	gdna	.	unknown	soft_or_hard_clipped	2	>=3	11	2.162804095171245e-05
gdna	gdna	gdna	multimapper	unspliced	contains_N	2	2	11	7.079118871083904e-07
gdna	gdna	gdna	multimapper	unspliced	contains_N	3-10	>=3	10	6.435562610076277e-07
rna	rna	mrna	multimapper	spliced_unannot	all_M	2	>=3	10	7.775526158191836e-07
rna	unresolved	unresolved	.	spliced_unannot	contains_N	3-10	0	10	8.042011467908354e-05
rna	rna	nrna	multimapper	spliced_annot	all_M	2	>=3	10	2.0156738800915924e-05
rna	gdna	gdna	multimapper	unspliced	other	3-10	2	10	1.966185541064768e-05
gdna	unresolved	unresolved	.	unspliced	other	3-10	1	10	3.3731135862269026e-05
gdna	gdna	gdna	.	unknown	soft_or_hard_clipped	>10	1	10	6.435562610076277e-07
rna	gdna	gdna	.	unknown	other	2	1	10	1.966185541064768e-05
rna	unresolved	unresolved	.	spliced_annot	contains_N	>10	1	10	8.042011467908354e-05
gdna	rna	nrna	multimapper	spliced_unannot	soft_or_hard_clipped	3-10	2	10	7.511099527326507e-06
rna	rna	mrna	multimapper	unspliced	all_M	>10	1	10	7.775526158191836e-07
rna	rna	nrna	ambig_opp_strand	spliced_implicit	all_M	1	2	10	2.0156738800915924e-05
gdna	rna	mrna	multimapper	spliced_annot	other	2	2	9	8.473020490587886e-06
rna	rna	nrna	multimapper	spliced_unannot	contains_N	2	2	9	1.814106492082433e-05
rna	unresolved	unresolved	.	unspliced	all_M	>10	2	9	7.237810321117518e-05
gdna	rna	nrna	ambig_same_strand	spliced_unannot	other	1	1	9	6.759989574593856e-06
gdna	rna	nrna	multimapper	spliced_unannot	other	2	1	9	6.759989574593856e-06
rna	rna	mrna	multimapper	spliced_unannot	contains_N	3-10	1	9	6.997973542372652e-07
gdna	unresolved	unresolved	.	spliced_unannot	other	2	1	9	3.0358022276042125e-05
rna	rna	mrna	multimapper	spliced_unannot	soft_or_hard_clipped	2	1	9	6.997973542372652e-07
gdna	rna	nrna	multimapper	spliced_annot	all_M	3-10	2	9	6.759989574593856e-06
rna	rna	nrna	multimapper	spliced_unannot	contains_N	>10	>=3	9	1.814106492082433e-05
rna	rna	nrna	ambig_opp_strand	spliced_implicit	all_M	1	>=3	9	1.814106492082433e-05
rna	rna	nrna	multimapper	spliced_annot	contains_N	2	>=3	9	1.814106492082433e-05
gdna	rna	nrna	multimapper	spliced_unannot	other	2	2	9	6.759989574593856e-06
rna	rna	mrna	multimapper	unspliced	other	3-10	>=3	9	6.997973542372652e-07
rna	unresolved	unresolved	.	spliced_annot	all_M	3-10	2	9	7.237810321117518e-05
rna	unresolved	unresolved	.	spliced_annot	contains_N	>10	2	9	7.237810321117518e-05
gdna	rna	nrna	multimapper	unspliced	other	>10	>=3	9	6.759989574593856e-06
gdna	unresolved	unresolved	.	spliced_annot	contains_N	1	1	9	3.0358022276042125e-05
rna	rna	nrna	multimapper	spliced_unannot	all_M	2	>=3	9	1.814106492082433e-05
rna	gdna	gdna	.	unknown	all_M	3-10	2	9	1.769566986958291e-05
rna	rna	nrna	multimapper	spliced_annot	soft_or_hard_clipped	2	1	9	1.814106492082433e-05
rna	rna	nrna	multimapper	spliced_unannot	soft_or_hard_clipped	3-10	0	9	1.814106492082433e-05
gdna	unresolved	unresolved	.	unspliced	contains_N	2	>=3	9	3.0358022276042125e-05
rna	rna	nrna	multimapper	spliced_unannot	all_M	>10	1	9	1.814106492082433e-05
gdna	rna	mrna	ambig_same_strand	spliced_unannot	other	1	>=3	9	8.473020490587886e-06
gdna	unresolved	unresolved	.	spliced_unannot	contains_N	2	0	9	3.0358022276042125e-05
gdna	unresolved	unresolved	.	spliced_unannot	soft_or_hard_clipped	1	2	8	2.698490868981522e-05
gdna	gdna	gdna	.	unknown	other	3-10	1	8	5.148450088061021e-07
rna	unresolved	unresolved	.	spliced_unannot	other	1	1	8	6.433609174326682e-05
rna	rna	mrna	multimapper	spliced_annot	all_M	>10	1	8	6.220420926553469e-07
rna	rna	nrna	multimapper	unspliced	all_M	>10	2	8	1.612539104073274e-05
gdna	rna	mrna	unambig	spliced_annot	soft_or_hard_clipped	1	2	8	7.531573769411455e-06
rna	rna	mrna	multimapper	spliced_annot	soft_or_hard_clipped	>10	0	8	6.220420926553469e-07
gdna	unresolved	unresolved	.	spliced_unannot	soft_or_hard_clipped	3-10	2	8	2.698490868981522e-05
gdna	rna	nrna	unambig	spliced_unannot	contains_N	1	2	8	6.008879621861205e-06
gdna	rna	nrna	multimapper	spliced_unannot	contains_N	>10	2	8	6.008879621861205e-06
gdna	rna	mrna	ambig_opp_strand	spliced_unannot	all_M	1	1	8	7.531573769411455e-06
gdna	rna	nrna	ambig_opp_strand	spliced_unannot	soft_or_hard_clipped	1	>=3	8	6.008879621861205e-06
rna	rna	nrna	ambig_same_strand	spliced_unannot	other	1	>=3	7	1.4109717160641145e-05
rna	rna	nrna	multimapper	spliced_unannot	contains_N	>10	1	7	1.4109717160641145e-05
rna	rna	nrna	ambig_opp_strand	spliced_unannot	soft_or_hard_clipped	1	1	7	1.4109717160641145e-05
rna	rna	nrna	multimapper	spliced_unannot	all_M	3-10	>=3	7	1.4109717160641145e-05
rna	gdna	gdna	.	unknown	other	3-10	>=3	7	1.3763298787453377e-05
rna	rna	mrna	ambig_opp_strand	spliced_unannot	soft_or_hard_clipped	1	>=3	7	5.442868310734284e-07
gdna	unresolved	unresolved	.	spliced_unannot	contains_N	3-10	1	7	2.3611795103588317e-05
rna	unresolved	unresolved	.	spliced_unannot	contains_N	3-10	>=3	7	5.629408027535847e-05
rna	gdna	gdna	.	unknown	all_M	3-10	>=3	7	1.3763298787453377e-05
rna	rna	mrna	multimapper	spliced_unannot	contains_N	3-10	2	7	5.442868310734284e-07
rna	rna	mrna	ambig_opp_strand	spliced_unannot	other	1	1	7	5.442868310734284e-07
rna	unresolved	unresolved	.	spliced_unannot	all_M	2	0	7	5.629408027535847e-05
gdna	unresolved	unresolved	.	spliced_unannot	other	2	2	7	2.3611795103588317e-05
gdna	unresolved	unresolved	.	spliced_unannot	contains_N	3-10	2	7	2.3611795103588317e-05
gdna	gdna	gdna	.	unknown	soft_or_hard_clipped	>10	2	7	4.5048938270533936e-07
gdna	rna	mrna	ambig_same_strand	spliced_implicit	other	1	2	7	6.5901270482350225e-06
gdna	rna	mrna	unambig	spliced_annot	soft_or_hard_clipped	1	1	7	6.5901270482350225e-06
gdna	unresolved	unresolved	.	spliced_unannot	other	1	1	7	2.3611795103588317e-05
gdna	unresolved	unresolved	.	spliced_unannot	contains_N	>10	>=3	7	2.3611795103588317e-05
gdna	rna	nrna	ambig_same_strand	spliced_unannot	other	1	2	7	5.257769669128555e-06
gdna	rna	mrna	multimapper	spliced_unannot	soft_or_hard_clipped	3-10	0	7	6.5901270482350225e-06
rna	rna	mrna	multimapper	unspliced	other	3-10	1	7	5.442868310734284e-07
gdna	rna	mrna	ambig_opp_strand	spliced_implicit	other	1	1	7	6.5901270482350225e-06
gdna	rna	mrna	multimapper	spliced_unannot	other	2	>=3	7	6.5901270482350225e-06
rna	rna	mrna	multimapper	spliced_annot	all_M	>10	>=3	6	4.6653156949151015e-07
rna	unresolved	unresolved	.	spliced_unannot	contains_N	2	0	6	4.825206880745012e-05
rna	rna	mrna	multimapper	spliced_unannot	all_M	3-10	2	6	4.6653156949151015e-07
rna	unresolved	unresolved	.	spliced_unannot	soft_or_hard_clipped	1	2	6	4.825206880745012e-05
rna	gdna	gdna	.	unknown	contains_N	1	2	6	1.179711324638861e-05
gdna	rna	nrna	unambig	spliced_unannot	all_M	1	2	6	4.5066597163959044e-06
gdna	unresolved	unresolved	.	spliced_annot	all_M	1	1	6	2.0238681517361417e-05
rna	unresolved	unresolved	.	spliced_annot	all_M	2	2	6	4.825206880745012e-05
gdna	rna	nrna	multimapper	spliced_unannot	soft_or_hard_clipped	>10	>=3	6	4.5066597163959044e-06
gdna	unresolved	unresolved	.	unspliced	contains_N	2	1	6	2.0238681517361417e-05
gdna	unresolved	unresolved	.	spliced_unannot	all_M	>10	1	6	2.0238681517361417e-05
rna	gdna	gdna	multimapper	unspliced	all_M	>10	2	6	1.179711324638861e-05
rna	rna	mrna	multimapper	spliced_annot	other	3-10	>=3	6	4.6653156949151015e-07
rna	gdna	gdna	.	unknown	contains_N	3-10	0	6	1.179711324638861e-05
gdna	unresolved	unresolved	.	unspliced	contains_N	3-10	>=3	6	2.0238681517361417e-05
rna	rna	nrna	unambig	spliced_unannot	contains_N	1	1	6	1.2094043280549554e-05
gdna	rna	mrna	multimapper	spliced_annot	other	2	1	6	5.648680327058591e-06
rna	rna	nrna	ambig_same_strand	spliced_implicit	other	1	2	6	1.2094043280549554e-05
rna	rna	mrna	multimapper	spliced_unannot	other	2	1	6	4.6653156949151015e-07
gdna	rna	nrna	multimapper	spliced_unannot	soft_or_hard_clipped	>10	0	6	4.5066597163959044e-06
rna	rna	mrna	multimapper	spliced_annot	other	3-10	1	6	4.6653156949151015e-07
gdna	unresolved	unresolved	.	spliced_unannot	contains_N	2	2	6	2.0238681517361417e-05
rna	rna	mrna	multimapper	spliced_unannot	soft_or_hard_clipped	3-10	1	6	4.6653156949151015e-07
gdna	unresolved	unresolved	.	spliced_unannot	soft_or_hard_clipped	3-10	0	6	2.0238681517361417e-05
rna	rna	mrna	multimapper	spliced_annot	soft_or_hard_clipped	>10	1	6	4.6653156949151015e-07
gdna	rna	nrna	multimapper	spliced_annot	contains_N	3-10	2	6	4.5066597163959044e-06
gdna	rna	nrna	multimapper	spliced_annot	all_M	3-10	>=3	6	4.5066597163959044e-06
gdna	rna	nrna	multimapper	unspliced	contains_N	3-10	0	6	4.5066597163959044e-06
gdna	rna	mrna	multimapper	spliced_annot	soft_or_hard_clipped	2	1	5	4.707233605882159e-06
rna	rna	nrna	ambig_opp_strand	spliced_implicit	soft_or_hard_clipped	1	>=3	5	1.0078369400457962e-05
rna	rna	nrna	ambig_same_strand	spliced_implicit	other	1	>=3	5	1.0078369400457962e-05
gdna	gdna	gdna	multimapper	unspliced	contains_N	2	>=3	5	3.2177813050381383e-07
gdna	rna	mrna	ambig_opp_strand	spliced_unannot	all_M	1	2	5	4.707233605882159e-06
gdna	rna	mrna	multimapper	spliced_unannot	all_M	>10	1	5	4.707233605882159e-06
rna	rna	nrna	multimapper	spliced_annot	all_M	3-10	2	5	1.0078369400457962e-05
gdna	rna	nrna	multimapper	spliced_unannot	other	3-10	1	5	3.7555497636632536e-06
rna	rna	mrna	multimapper	spliced_unannot	soft_or_hard_clipped	3-10	>=3	5	3.887763079095918e-07
gdna	gdna	gdna	multimapper	unspliced	contains_N	3-10	1	5	3.2177813050381383e-07
