true_source	predicted_binary	predicted_detail	zc	zs	cigar_class	nh	nm	count	rate_within_group
rna	rna	nrna	multimapper	spliced_annot	soft_or_hard_clipped	3-10	0	5	1.0078369400457962e-05
gdna	rna	nrna	multimapper	spliced_annot	soft_or_hard_clipped	3-10	>=3	5	3.7555497636632536e-06
rna	unresolved	unresolved	.	spliced_annot	soft_or_hard_clipped	>10	>=3	5	4.021005733954177e-05
rna	rna	nrna	ambig_opp_strand	spliced_unannot	all_M	1	>=3	5	1.0078369400457962e-05
rna	gdna	gdna	multimapper	unspliced	soft_or_hard_clipped	>10	1	5	9.83092770532384e-06
rna	unresolved	unresolved	.	unspliced	other	3-10	>=3	5	4.021005733954177e-05
gdna	rna	mrna	multimapper	spliced_annot	contains_N	3-10	2	5	4.707233605882159e-06
gdna	rna	nrna	multimapper	spliced_annot	other	3-10	2	5	3.7555497636632536e-06
rna	unresolved	unresolved	.	spliced_unannot	contains_N	2	1	5	4.021005733954177e-05
gdna	rna	mrna	unambig	spliced_annot	other	1	1	5	4.707233605882159e-06
rna	rna	nrna	ambig_same_strand	spliced_unannot	other	1	2	5	1.0078369400457962e-05
gdna	unresolved	unresolved	.	spliced_unannot	contains_N	3-10	0	5	1.6865567931134513e-05
gdna	unresolved	unresolved	.	spliced_unannot	all_M	>10	2	5	1.6865567931134513e-05
gdna	rna	mrna	ambig_same_strand	spliced_annot	other	1	2	5	4.707233605882159e-06
gdna	rna	nrna	unambig	spliced_unannot	all_M	1	>=3	5	3.7555497636632536e-06
gdna	rna	mrna	ambig_opp_strand	spliced_implicit	other	1	2	5	4.707233605882159e-06
gdna	rna	nrna	multimapper	spliced_annot	other	3-10	1	4	3.0044398109306027e-06
gdna	rna	nrna	multimapper	spliced_annot	contains_N	3-10	>=3	4	3.0044398109306027e-06
rna	unresolved	unresolved	.	spliced_unannot	all_M	2	>=3	4	3.216804587163341e-05
rna	unresolved	unresolved	.	spliced_unannot	soft_or_hard_clipped	3-10	>=3	4	3.216804587163341e-05
gdna	rna	mrna	multimapper	spliced_annot	soft_or_hard_clipped	2	2	4	3.7657868847057274e-06
rna	rna	nrna	multimapper	spliced_unannot	soft_or_hard_clipped	3-10	>=3	4	8.06269552036637e-06
rna	rna	mrna	multimapper	spliced_unannot	soft_or_hard_clipped	3-10	0	4	3.1102104632767345e-07
gdna	unresolved	unresolved	.	spliced_annot	contains_N	2	>=3	4	1.349245434490761e-05
gdna	rna	mrna	ambig_opp_strand	spliced_unannot	all_M	1	>=3	4	3.7657868847057274e-06
rna	unresolved	unresolved	.	spliced_unannot	all_M	2	2	4	3.216804587163341e-05
rna	unresolved	unresolved	.	spliced_annot	soft_or_hard_clipped	>10	1	4	3.216804587163341e-05
gdna	rna	mrna	multimapper	spliced_unannot	contains_N	>10	>=3	4	3.7657868847057274e-06
gdna	unresolved	unresolved	.	spliced_unannot	contains_N	2	1	4	1.349245434490761e-05
rna	unresolved	unresolved	.	spliced_unannot	soft_or_hard_clipped	3-10	0	4	3.216804587163341e-05
gdna	rna	mrna	unambig	spliced_annot	other	1	>=3	4	3.7657868847057274e-06
gdna	rna	mrna	multimapper	spliced_unannot	soft_or_hard_clipped	3-10	1	4	3.7657868847057274e-06
gdna	rna	mrna	ambig_opp_strand	spliced_unannot	soft_or_hard_clipped	1	>=3	4	3.7657868847057274e-06
gdna	rna	mrna	multimapper	spliced_annot	soft_or_hard_clipped	3-10	0	4	3.7657868847057274e-06
rna	rna	mrna	multimapper	unspliced	soft_or_hard_clipped	>10	2	4	3.1102104632767345e-07
gdna	unresolved	unresolved	.	spliced_unannot	other	1	>=3	4	1.349245434490761e-05
rna	rna	mrna	multimapper	unspliced	all_M	>10	>=3	4	3.1102104632767345e-07
rna	unresolved	unresolved	.	spliced_unannot	contains_N	>10	0	4	3.216804587163341e-05
rna	gdna	gdna	.	unknown	other	3-10	2	4	7.864742164259073e-06
rna	rna	mrna	multimapper	spliced_unannot	contains_N	>10	>=3	4	3.1102104632767345e-07
gdna	rna	mrna	ambig_opp_strand	spliced_implicit	other	1	>=3	4	3.7657868847057274e-06
gdna	unresolved	unresolved	.	spliced_unannot	soft_or_hard_clipped	3-10	1	4	1.349245434490761e-05
rna	gdna	gdna	.	unknown	contains_N	2	>=3	4	7.864742164259073e-06
rna	rna	nrna	multimapper	unspliced	other	>10	2	4	8.06269552036637e-06
rna	unresolved	unresolved	.	unspliced	other	3-10	1	4	3.216804587163341e-05
gdna	gdna	gdna	multimapper	unspliced	contains_N	2	1	4	2.5742250440305106e-07
rna	rna	mrna	multimapper	spliced_annot	soft_or_hard_clipped	>10	>=3	4	3.1102104632767345e-07
rna	gdna	gdna	.	unknown	soft_or_hard_clipped	3-10	0	3	5.898556623194305e-06
rna	rna	mrna	multimapper	spliced_unannot	all_M	>10	0	3	2.3326578474575507e-07
gdna	unresolved	unresolved	.	spliced_annot	contains_N	1	2	3	1.0119340758680708e-05
gdna	rna	mrna	multimapper	unspliced	other	>10	>=3	3	2.8243401635292955e-06
rna	gdna	gdna	multimapper	unspliced	other	>10	2	3	5.898556623194305e-06
gdna	rna	mrna	multimapper	unspliced	other	>10	1	3	2.8243401635292955e-06
rna	gdna	gdna	.	unknown	soft_or_hard_clipped	3-10	>=3	3	5.898556623194305e-06
rna	unresolved	unresolved	.	unspliced	contains_N	3-10	0	3	2.412603440372506e-05
rna	unresolved	unresolved	.	spliced_annot	other	1	1	3	2.412603440372506e-05
rna	unresolved	unresolved	.	unspliced	contains_N	2	>=3	3	2.412603440372506e-05
rna	unresolved	unresolved	.	unspliced	other	3-10	2	3	2.412603440372506e-05
gdna	rna	mrna	multimapper	spliced_unannot	other	3-10	>=3	3	2.8243401635292955e-06
rna	unresolved	unresolved	.	spliced_annot	soft_or_hard_clipped	>10	2	3	2.412603440372506e-05
rna	unresolved	unresolved	.	spliced_unannot	contains_N	2	>=3	3	2.412603440372506e-05
rna	gdna	gdna	.	unknown	contains_N	2	0	3	5.898556623194305e-06
rna	rna	nrna	ambig_opp_strand	spliced_implicit	soft_or_hard_clipped	1	2	3	6.047021640274777e-06
rna	rna	nrna	multimapper	spliced_unannot	all_M	>10	>=3	3	6.047021640274777e-06
gdna	rna	mrna	multimapper	spliced_unannot	contains_N	>10	0	3	2.8243401635292955e-06
gdna	unresolved	unresolved	.	unspliced	contains_N	3-10	0	3	1.0119340758680708e-05
rna	unresolved	unresolved	.	spliced_unannot	other	1	2	3	2.412603440372506e-05
gdna	rna	nrna	unambig	spliced_unannot	soft_or_hard_clipped	1	0	3	2.2533298581979522e-06
gdna	gdna	gdna	multimapper	unspliced	other	>10	2	3	1.930668783022883e-07
rna	unresolved	unresolved	.	spliced_unannot	soft_or_hard_clipped	3-10	2	3	2.412603440372506e-05
rna	gdna	gdna	.	unknown	soft_or_hard_clipped	3-10	1	3	5.898556623194305e-06
gdna	rna	nrna	multimapper	unspliced	other	>10	1	3	2.2533298581979522e-06
gdna	rna	mrna	multimapper	spliced_unannot	soft_or_hard_clipped	>10	0	3	2.8243401635292955e-06
rna	gdna	gdna	.	unknown	soft_or_hard_clipped	3-10	2	3	5.898556623194305e-06
rna	unresolved	unresolved	.	unspliced	other	2	2	3	2.412603440372506e-05
gdna	rna	mrna	multimapper	spliced_annot	contains_N	3-10	>=3	3	2.8243401635292955e-06
gdna	rna	nrna	multimapper	spliced_annot	other	3-10	>=3	3	2.2533298581979522e-06
rna	unresolved	unresolved	.	spliced_annot	other	1	>=3	3	2.412603440372506e-05
gdna	rna	nrna	multimapper	spliced_unannot	other	>10	>=3	3	2.2533298581979522e-06
rna	rna	nrna	multimapper	spliced_unannot	soft_or_hard_clipped	3-10	1	3	6.047021640274777e-06
rna	rna	mrna	multimapper	spliced_unannot	soft_or_hard_clipped	2	2	3	2.3326578474575507e-07
rna	rna	mrna	multimapper	spliced_annot	other	3-10	2	3	2.3326578474575507e-07
gdna	unresolved	unresolved	.	spliced_unannot	soft_or_hard_clipped	>10	>=3	3	1.0119340758680708e-05
gdna	unresolved	unresolved	.	spliced_annot	all_M	3-10	>=3	3	1.0119340758680708e-05
rna	unresolved	unresolved	.	unspliced	other	2	>=3	3	2.412603440372506e-05
gdna	unresolved	unresolved	.	spliced_annot	soft_or_hard_clipped	1	1	3	1.0119340758680708e-05
rna	rna	nrna	multimapper	spliced_unannot	other	3-10	1	3	6.047021640274777e-06
rna	rna	nrna	ambig_opp_strand	spliced_implicit	other	1	1	3	6.047021640274777e-06
gdna	unresolved	unresolved	.	spliced_annot	all_M	3-10	0	3	1.0119340758680708e-05
rna	unresolved	unresolved	.	spliced_unannot	contains_N	3-10	1	3	2.412603440372506e-05
gdna	unresolved	unresolved	.	spliced_annot	contains_N	3-10	0	3	1.0119340758680708e-05
rna	rna	nrna	multimapper	spliced_unannot	contains_N	>10	2	3	6.047021640274777e-06
gdna	rna	mrna	multimapper	spliced_unannot	soft_or_hard_clipped	3-10	2	3	2.8243401635292955e-06
rna	gdna	gdna	multimapper	unspliced	all_M	>10	>=3	3	5.898556623194305e-06
rna	gdna	gdna	.	unknown	all_M	>10	0	3	5.898556623194305e-06
rna	unresolved	unresolved	.	spliced_annot	all_M	>10	>=3	3	2.412603440372506e-05
rna	unresolved	unresolved	.	unspliced	other	2	1	3	2.412603440372506e-05
gdna	gdna	gdna	.	unknown	other	>10	>=3	3	1.930668783022883e-07
rna	unresolved	unresolved	.	spliced_unannot	soft_or_hard_clipped	2	1	2	1.6084022935816705e-05
rna	rna	nrna	multimapper	spliced_unannot	soft_or_hard_clipped	2	>=3	2	4.031347760183185e-06
gdna	rna	mrna	multimapper	spliced_unannot	soft_or_hard_clipped	>10	1	2	1.8828934423528637e-06
gdna	unresolved	unresolved	.	spliced_annot	contains_N	2	0	2	6.746227172453805e-06
gdna	rna	mrna	multimapper	unspliced	other	3-10	2	2	1.8828934423528637e-06
rna	rna	nrna	multimapper	spliced_annot	contains_N	3-10	>=3	2	4.031347760183185e-06
rna	unresolved	unresolved	.	spliced_annot	other	3-10	>=3	2	1.6084022935816705e-05
rna	rna	mrna	multimapper	spliced_annot	soft_or_hard_clipped	>10	2	2	1.5551052316383672e-07
rna	rna	nrna	multimapper	spliced_annot	contains_N	3-10	1	2	4.031347760183185e-06
gdna	unresolved	unresolved	.	unspliced	contains_N	3-10	1	2	6.746227172453805e-06
gdna	gdna	gdna	multimapper	unspliced	contains_N	3-10	2	2	1.2871125220152553e-07
rna	rna	nrna	multimapper	unspliced	other	>10	1	2	4.031347760183185e-06
gdna	rna	nrna	multimapper	spliced_unannot	other	>10	2	2	1.5022199054653013e-06
gdna	unresolved	unresolved	.	spliced_unannot	soft_or_hard_clipped	>10	2	2	6.746227172453805e-06
gdna	unresolved	unresolved	.	spliced_unannot	other	3-10	1	2	6.746227172453805e-06
rna	rna	nrna	multimapper	spliced_annot	soft_or_hard_clipped	3-10	1	2	4.031347760183185e-06
gdna	unresolved	unresolved	.	spliced_annot	contains_N	3-10	>=3	2	6.746227172453805e-06
gdna	rna	nrna	unambig	spliced_unannot	other	1	1	2	1.5022199054653013e-06
gdna	rna	mrna	ambig_opp_strand	spliced_unannot	soft_or_hard_clipped	1	1	2	1.8828934423528637e-06
rna	rna	mrna	multimapper	spliced_unannot	contains_N	>10	0	2	1.5551052316383672e-07
rna	unresolved	unresolved	.	spliced_unannot	all_M	3-10	2	2	1.6084022935816705e-05
gdna	rna	mrna	multimapper	spliced_unannot	other	2	1	2	1.8828934423528637e-06
rna	rna	nrna	ambig_opp_strand	spliced_unannot	soft_or_hard_clipped	1	2	2	4.031347760183185e-06
gdna	gdna	gdna	multimapper	unspliced	other	>10	1	2	1.2871125220152553e-07
gdna	gdna	gdna	multimapper	unspliced	contains_N	>10	2	2	1.2871125220152553e-07
gdna	gdna	gdna	multimapper	unspliced	other	>10	>=3	2	1.2871125220152553e-07
rna	unresolved	unresolved	.	spliced_unannot	contains_N	>10	>=3	2	1.6084022935816705e-05
rna	rna	nrna	multimapper	spliced_annot	soft_or_hard_clipped	2	2	2	4.031347760183185e-06
rna	rna	nrna	multimapper	spliced_unannot	other	2	>=3	2	4.031347760183185e-06
gdna	unresolved	unresolved	.	spliced_annot	all_M	2	2	2	6.746227172453805e-06
rna	rna	nrna	multimapper	spliced_unannot	soft_or_hard_clipped	>10	0	2	4.031347760183185e-06
rna	gdna	gdna	multimapper	unspliced	soft_or_hard_clipped	>10	>=3	2	3.9323710821295365e-06
rna	rna	nrna	multimapper	spliced_annot	other	2	1	2	4.031347760183185e-06
gdna	unresolved	unresolved	.	spliced_unannot	contains_N	>10	2	2	6.746227172453805e-06
gdna	rna	mrna	multimapper	spliced_unannot	other	3-10	2	2	1.8828934423528637e-06
gdna	unresolved	unresolved	.	spliced_annot	soft_or_hard_clipped	2	>=3	2	6.746227172453805e-06
rna	gdna	gdna	.	unknown	soft_or_hard_clipped	>10	0	2	3.9323710821295365e-06
rna	rna	mrna	multimapper	unspliced	all_M	>10	2	2	1.5551052316383672e-07
gdna	unresolved	unresolved	.	spliced_annot	all_M	3-10	1	2	6.746227172453805e-06
rna	unresolved	unresolved	.	unspliced	contains_N	3-10	>=3	2	1.6084022935816705e-05
gdna	rna	nrna	multimapper	spliced_unannot	soft_or_hard_clipped	>10	2	2	1.5022199054653013e-06
rna	unresolved	unresolved	.	spliced_unannot	soft_or_hard_clipped	2	0	2	1.6084022935816705e-05
rna	gdna	gdna	multimapper	unspliced	contains_N	2	0	2	3.9323710821295365e-06
gdna	rna	nrna	ambig_opp_strand	spliced_unannot	soft_or_hard_clipped	1	2	2	1.5022199054653013e-06
gdna	rna	mrna	multimapper	spliced_unannot	all_M	>10	>=3	2	1.8828934423528637e-06
rna	rna	nrna	unambig	spliced_unannot	soft_or_hard_clipped	1	0	2	4.031347760183185e-06
gdna	rna	nrna	multimapper	spliced_annot	soft_or_hard_clipped	3-10	0	2	1.5022199054653013e-06
rna	rna	mrna	ambig_opp_strand	spliced_unannot	soft_or_hard_clipped	1	2	2	1.5551052316383672e-07
gdna	rna	mrna	unambig	spliced_annot	other	1	2	2	1.8828934423528637e-06
rna	unresolved	unresolved	.	spliced_annot	other	1	2	2	1.6084022935816705e-05
gdna	unresolved	unresolved	.	spliced_unannot	soft_or_hard_clipped	>10	0	2	6.746227172453805e-06
gdna	rna	nrna	ambig_opp_strand	spliced_unannot	soft_or_hard_clipped	1	1	2	1.5022199054653013e-06
gdna	rna	nrna	unambig	spliced_unannot	soft_or_hard_clipped	1	1	2	1.5022199054653013e-06
rna	rna	nrna	multimapper	spliced_unannot	other	3-10	>=3	2	4.031347760183185e-06
gdna	rna	nrna	ambig_opp_strand	spliced_unannot	soft_or_hard_clipped	1	0	2	1.5022199054653013e-06
gdna	rna	nrna	multimapper	unspliced	contains_N	2	1	2	1.5022199054653013e-06
gdna	unresolved	unresolved	.	spliced_annot	contains_N	2	2	1	3.3731135862269026e-06
gdna	rna	mrna	multimapper	unspliced	contains_N	2	1	1	9.414467211764318e-07
gdna	rna	mrna	ambig_opp_strand	spliced_unannot	soft_or_hard_clipped	1	2	1	9.414467211764318e-07
gdna	unresolved	unresolved	.	unspliced	contains_N	2	2	1	3.3731135862269026e-06
gdna	unresolved	unresolved	.	spliced_annot	all_M	1	>=3	1	3.3731135862269026e-06
gdna	rna	mrna	multimapper	unspliced	other	>10	2	1	9.414467211764318e-07
gdna	rna	mrna	multimapper	spliced_unannot	all_M	>10	2	1	9.414467211764318e-07
gdna	unresolved	unresolved	.	spliced_unannot	contains_N	>10	0	1	3.3731135862269026e-06
rna	unresolved	unresolved	.	spliced_annot	all_M	>10	1	1	8.042011467908353e-06
gdna	unresolved	unresolved	.	spliced_annot	contains_N	3-10	2	1	3.3731135862269026e-06
gdna	rna	nrna	multimapper	unspliced	contains_N	2	2	1	7.511099527326507e-07
rna	gdna	gdna	.	unknown	contains_N	2	2	1	1.9661855410647682e-06
rna	rna	mrna	multimapper	unspliced	other	>10	>=3	1	7.775526158191836e-08
rna	rna	mrna	multimapper	unspliced	contains_N	2	>=3	1	7.775526158191836e-08
gdna	rna	mrna	multimapper	spliced_annot	soft_or_hard_clipped	3-10	1	1	9.414467211764318e-07
rna	gdna	gdna	.	unknown	contains_N	3-10	>=3	1	1.9661855410647682e-06
gdna	unresolved	unresolved	.	spliced_unannot	other	3-10	2	1	3.3731135862269026e-06
gdna	unresolved	unresolved	.	spliced_unannot	other	3-10	>=3	1	3.3731135862269026e-06
rna	gdna	gdna	.	unknown	contains_N	>10	2	1	1.9661855410647682e-06
gdna	rna	nrna	multimapper	spliced_annot	contains_N	>10	0	1	7.511099527326507e-07
gdna	rna	mrna	multimapper	unspliced	contains_N	3-10	0	1	9.414467211764318e-07
rna	unresolved	unresolved	.	unspliced	contains_N	2	0	1	8.042011467908353e-06
rna	rna	nrna	multimapper	spliced_unannot	soft_or_hard_clipped	>10	1	1	2.0156738800915924e-06
gdna	unresolved	unresolved	.	unspliced	other	>10	2	1	3.3731135862269026e-06
gdna	unresolved	unresolved	.	spliced_annot	soft_or_hard_clipped	3-10	2	1	3.3731135862269026e-06
gdna	rna	mrna	multimapper	spliced_annot	other	3-10	1	1	9.414467211764318e-07
gdna	rna	nrna	unambig	spliced_unannot	soft_or_hard_clipped	1	>=3	1	7.511099527326507e-07
rna	unresolved	unresolved	.	spliced_unannot	other	1	>=3	1	8.042011467908353e-06
gdna	rna	mrna	multimapper	spliced_annot	contains_N	>10	0	1	9.414467211764318e-07
rna	rna	nrna	ambig_opp_strand	spliced_implicit	other	1	2	1	2.0156738800915924e-06
rna	gdna	gdna	.	unknown	contains_N	3-10	2	1	1.9661855410647682e-06
rna	unresolved	unresolved	.	spliced_unannot	contains_N	2	2	1	8.042011467908353e-06
gdna	rna	nrna	unambig	spliced_unannot	other	1	>=3	1	7.511099527326507e-07
gdna	rna	nrna	multimapper	spliced_annot	soft_or_hard_clipped	3-10	2	1	7.511099527326507e-07
gdna	unresolved	unresolved	.	spliced_annot	other	2	1	1	3.3731135862269026e-06
rna	unresolved	unresolved	.	unspliced	other	>10	1	1	8.042011467908353e-06
rna	rna	nrna	multimapper	unspliced	contains_N	2	2	1	2.0156738800915924e-06
rna	gdna	gdna	multimapper	unspliced	other	>10	1	1	1.9661855410647682e-06
rna	rna	nrna	multimapper	spliced_annot	soft_or_hard_clipped	2	>=3	1	2.0156738800915924e-06
gdna	rna	mrna	multimapper	spliced_unannot	other	2	2	1	9.414467211764318e-07
gdna	unresolved	unresolved	.	unspliced	contains_N	>10	>=3	1	3.3731135862269026e-06
rna	rna	nrna	multimapper	unspliced	contains_N	2	>=3	1	2.0156738800915924e-06
rna	rna	mrna	multimapper	unspliced	other	>10	1	1	7.775526158191836e-08
rna	rna	mrna	multimapper	unspliced	contains_N	2	2	1	7.775526158191836e-08
gdna	unresolved	unresolved	.	spliced_unannot	contains_N	>10	1	1	3.3731135862269026e-06
rna	rna	mrna	multimapper	spliced_annot	all_M	>10	2	1	7.775526158191836e-08
gdna	unresolved	unresolved	.	spliced_annot	contains_N	3-10	1	1	3.3731135862269026e-06
gdna	unresolved	unresolved	.	unspliced	contains_N	3-10	2	1	3.3731135862269026e-06
gdna	unresolved	unresolved	.	spliced_annot	contains_N	2	1	1	3.3731135862269026e-06
gdna	unresolved	unresolved	.	spliced_annot	soft_or_hard_clipped	2	0	1	3.3731135862269026e-06
rna	rna	nrna	multimapper	spliced_unannot	soft_or_hard_clipped	3-10	2	1	2.0156738800915924e-06
gdna	rna	nrna	multimapper	spliced_annot	soft_or_hard_clipped	>10	0	1	7.511099527326507e-07
gdna	rna	nrna	unambig	spliced_unannot	soft_or_hard_clipped	1	2	1	7.511099527326507e-07
rna	rna	nrna	multimapper	unspliced	contains_N	2	0	1	2.0156738800915924e-06
rna	gdna	gdna	.	unknown	soft_or_hard_clipped	>10	>=3	1	1.9661855410647682e-06
gdna	rna	mrna	multimapper	unspliced	contains_N	2	0	1	9.414467211764318e-07
gdna	rna	mrna	multimapper	spliced_annot	all_M	3-10	2	1	9.414467211764318e-07
rna	rna	nrna	unambig	spliced_unannot	all_M	1	2	1	2.0156738800915924e-06
rna	rna	nrna	multimapper	spliced_annot	other	2	>=3	1	2.0156738800915924e-06
rna	rna	mrna	multimapper	spliced_unannot	other	2	2	1	7.775526158191836e-08
rna	gdna	gdna	multimapper	unspliced	contains_N	2	2	1	1.9661855410647682e-06
rna	unresolved	unresolved	.	spliced_unannot	contains_N	3-10	2	1	8.042011467908353e-06
gdna	unresolved	unresolved	.	spliced_annot	all_M	2	>=3	1	3.3731135862269026e-06
gdna	rna	mrna	multimapper	unspliced	contains_N	3-10	1	1	9.414467211764318e-07
rna	unresolved	unresolved	.	spliced_unannot	all_M	2	1	1	8.042011467908353e-06
rna	rna	mrna	multimapper	spliced_unannot	other	3-10	1	1	7.775526158191836e-08
gdna	unresolved	unresolved	.	spliced_annot	other	2	>=3	1	3.3731135862269026e-06
gdna	rna	mrna	multimapper	spliced_annot	contains_N	>10	>=3	1	9.414467211764318e-07
rna	rna	mrna	ambig_opp_strand	spliced_unannot	other	1	2	1	7.775526158191836e-08
rna	unresolved	unresolved	.	unspliced	contains_N	>10	0	1	8.042011467908353e-06
rna	rna	mrna	multimapper	unspliced	contains_N	3-10	0	1	7.775526158191836e-08
rna	rna	nrna	unambig	spliced_unannot	all_M	1	>=3	1	2.0156738800915924e-06
gdna	rna	nrna	multimapper	unspliced	contains_N	3-10	>=3	1	7.511099527326507e-07
rna	rna	mrna	multimapper	spliced_unannot	other	2	>=3	1	7.775526158191836e-08
rna	rna	mrna	multimapper	unspliced	other	3-10	2	1	7.775526158191836e-08
gdna	unresolved	unresolved	.	unspliced	contains_N	>10	2	1	3.3731135862269026e-06
rna	gdna	gdna	.	unknown	contains_N	3-10	1	1	1.9661855410647682e-06
gdna	unresolved	unresolved	.	spliced_annot	soft_or_hard_clipped	>10	>=3	1	3.3731135862269026e-06
gdna	rna	mrna	ambig_opp_strand	spliced_unannot	soft_or_hard_clipped	1	0	1	9.414467211764318e-07
gdna	rna	mrna	multimapper	spliced_annot	all_M	3-10	>=3	1	9.414467211764318e-07
rna	gdna	gdna	multimapper	unspliced	contains_N	2	>=3	1	1.9661855410647682e-06
rna	gdna	gdna	multimapper	unspliced	soft_or_hard_clipped	>10	2	1	1.9661855410647682e-06
rna	rna	nrna	multimapper	spliced_annot	all_M	3-10	>=3	1	2.0156738800915924e-06
rna	rna	nrna	multimapper	spliced_unannot	all_M	>10	2	1	2.0156738800915924e-06
rna	unresolved	unresolved	.	spliced_unannot	soft_or_hard_clipped	2	>=3	1	8.042011467908353e-06
gdna	rna	mrna	multimapper	spliced_unannot	soft_or_hard_clipped	>10	2	1	9.414467211764318e-07
gdna	rna	nrna	multimapper	spliced_annot	soft_or_hard_clipped	3-10	1	1	7.511099527326507e-07
rna	unresolved	unresolved	.	spliced_unannot	all_M	>10	>=3	1	8.042011467908353e-06
gdna	unresolved	unresolved	.	spliced_annot	soft_or_hard_clipped	2	2	1	3.3731135862269026e-06
gdna	unresolved	unresolved	.	spliced_annot	all_M	2	1	1	3.3731135862269026e-06
gdna	rna	mrna	multimapper	unspliced	contains_N	2	2	1	9.414467211764318e-07
rna	rna	nrna	multimapper	spliced_unannot	other	>10	1	1	2.0156738800915924e-06
rna	rna	nrna	ambig_opp_strand	spliced_unannot	soft_or_hard_clipped	1	>=3	1	2.0156738800915924e-06
gdna	unresolved	unresolved	.	spliced_annot	contains_N	>10	1	1	3.3731135862269026e-06
gdna	rna	mrna	multimapper	unspliced	other	3-10	1	1	9.414467211764318e-07
gdna	rna	nrna	multimapper	unspliced	contains_N	2	0	1	7.511099527326507e-07
rna	rna	nrna	ambig_opp_strand	spliced_unannot	other	1	1	1	2.0156738800915924e-06
gdna	rna	mrna	multimapper	spliced_annot	other	3-10	>=3	1	9.414467211764318e-07
rna	rna	mrna	multimapper	spliced_unannot	soft_or_hard_clipped	>10	0	1	7.775526158191836e-08
gdna	rna	mrna	ambig_opp_strand	spliced_unannot	other	1	>=3	1	9.414467211764318e-07
